"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","100.86.7.137","172.66.40.147","QUIC","1292","Initial, DCID=cdac541156374f66, PKN: 1, PADDING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, PING, PING, CRYPTO, PING, CRYPTO, PING, PADDING, CRYPTO, PING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO"
"2","0.000362","100.86.7.137","172.66.40.147","QUIC","121","0-RTT, DCID=cdac541156374f66"
"3","0.000627","100.86.7.137","172.66.40.147","QUIC","1129","0-RTT, DCID=cdac541156374f66"
"4","0.017827","172.66.40.147","100.86.7.137","QUIC","1242","Initial, SCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc, PKN: 0, ACK"
"5","0.031493","172.66.40.147","100.86.7.137","QUIC","1242","Handshake, SCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"6","0.032154","100.86.7.137","172.66.40.147","QUIC","132","Handshake, DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"7","0.051581","172.66.40.147","100.86.7.137","QUIC","90","Protected Payload (KP0)"
"8","0.051581","172.66.40.147","100.86.7.137","QUIC","66","Protected Payload (KP0)"
"9","0.051581","172.66.40.147","100.86.7.137","QUIC","66","Protected Payload (KP0)"
"10","0.051581","172.66.40.147","100.86.7.137","QUIC","91","Protected Payload (KP0)"
"11","0.051819","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"12","0.051909","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"13","0.051947","100.86.7.137","172.66.40.147","QUIC","89","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"14","0.067987","172.66.40.147","100.86.7.137","QUIC","70","Protected Payload (KP0)"
"15","0.075608","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"16","0.075822","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"17","0.075822","172.66.40.147","100.86.7.137","QUIC","681","Protected Payload (KP0)"
"18","0.076052","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"19","0.076052","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"20","0.076052","172.66.40.147","100.86.7.137","QUIC","140","Protected Payload (KP0)"
"21","0.076052","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"22","0.076166","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"23","0.076445","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"24","0.076519","172.66.40.147","100.86.7.137","QUIC","71","Protected Payload (KP0)"
"25","0.076519","172.66.40.147","100.86.7.137","QUIC","1030","Protected Payload (KP0)"
"26","0.076537","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"27","0.076613","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"28","0.076686","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"29","0.076714","172.66.40.147","100.86.7.137","QUIC","1130","Protected Payload (KP0)"
"30","0.076714","172.66.40.147","100.86.7.137","QUIC","1187","Protected Payload (KP0)"
"31","0.077438","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"32","0.077969","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"33","0.077969","172.66.40.147","100.86.7.137","QUIC","827","Protected Payload (KP0)"
"34","0.078484","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"35","0.093120","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"36","0.093120","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"37","0.093120","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"38","0.094618","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"39","0.098080","100.86.7.137","172.66.40.147","QUIC","1286","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"40","0.098190","100.86.7.137","172.66.40.147","QUIC","930","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"41","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"42","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"43","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"44","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"45","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"46","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"47","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"48","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"49","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"50","0.115224","172.66.40.147","100.86.7.137","QUIC","624","Protected Payload (KP0)"
"51","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"52","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"53","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"54","0.115224","172.66.40.147","100.86.7.137","QUIC","1075","Protected Payload (KP0)"
"55","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"56","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"57","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"58","0.115224","172.66.40.147","100.86.7.137","QUIC","827","Protected Payload (KP0)"
"59","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"60","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"61","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"62","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"63","0.115224","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"64","0.117297","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"65","0.117406","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"66","0.117668","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"67","0.117890","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"68","0.118009","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"69","0.118118","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"70","0.118230","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"71","0.118356","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"72","0.118466","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"73","0.118572","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"74","0.118685","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"75","0.123679","172.66.40.147","100.86.7.137","QUIC","1144","Protected Payload (KP0)"
"76","0.124386","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"77","0.136245","172.66.40.147","100.86.7.137","QUIC","140","Protected Payload (KP0)"
"78","0.136245","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"79","0.136245","172.66.40.147","100.86.7.137","QUIC","493","Protected Payload (KP0)"
"80","0.137847","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"81","0.169509","100.86.7.137","172.66.40.147","QUIC","86","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"82","0.185847","100.86.7.137","172.66.40.147","QUIC","1292","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"83","0.185943","100.86.7.137","172.66.40.147","QUIC","269","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"84","0.202044","172.66.40.147","100.86.7.137","QUIC","65","Protected Payload (KP0)"
"85","0.202634","172.66.40.147","100.86.7.137","QUIC","66","Protected Payload (KP0)"
"86","0.221116","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"87","0.221513","172.66.40.147","100.86.7.137","QUIC","490","Protected Payload (KP0)"
"88","0.221709","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"89","0.221998","172.66.40.147","100.86.7.137","QUIC","1242","Protected Payload (KP0)"
"90","0.222827","172.66.40.147","100.86.7.137","QUIC","1028","Protected Payload (KP0)"
"91","0.223204","100.86.7.137","172.66.40.147","QUIC","85","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"92","0.271053","100.86.7.137","172.66.40.147","QUIC","1098","Protected Payload (KP0), DCID=01d3f1691f1d5f3defd27568471d5b4ba1dd2cdc"
"93","0.295506","172.66.40.147","100.86.7.137","QUIC","66","Protected Payload (KP0)"
