"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.92","144.195.6.47","UDP","264","64724  >  8801 Len=222"
"2","0.004832","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"3","0.005141","192.168.0.92","144.195.6.47","UDP","115","64724  >  8801 Len=73"
"4","0.008945","144.195.6.47","192.168.0.92","TCP","66","443  >  63899 [ACK] Seq=1 Ack=1 Win=11 Len=0 TSval=1175265854 TSecr=3189255097"
"5","0.019727","192.168.0.92","144.195.6.47","UDP","238","64724  >  8801 Len=196"
"6","0.039868","192.168.0.92","144.195.6.47","UDP","221","64724  >  8801 Len=179"
"7","0.059053","192.168.0.92","144.195.6.47","UDP","240","64724  >  8801 Len=198"
"8","0.080374","192.168.0.92","144.195.6.47","UDP","264","64724  >  8801 Len=222"
"9","0.098699","192.168.0.92","144.195.6.47","UDP","289","64724  >  8801 Len=247"
"10","0.106116","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"11","0.119117","192.168.0.92","144.195.6.47","UDP","281","64724  >  8801 Len=239"
"12","0.139983","192.168.0.92","144.195.6.47","UDP","255","64724  >  8801 Len=213"
"13","0.159831","192.168.0.92","144.195.6.47","UDP","237","64724  >  8801 Len=195"
"14","0.180214","192.168.0.92","144.195.6.47","UDP","221","64724  >  8801 Len=179"
"15","0.200890","192.168.0.92","144.195.6.47","UDP","222","64724  >  8801 Len=180"
"16","0.207472","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"17","0.220524","192.168.0.92","144.195.6.47","UDP","190","64724  >  8801 Len=148"
"18","0.240386","192.168.0.92","144.195.6.47","UDP","162","64724  >  8801 Len=120"
"20","0.259415","144.195.6.47","192.168.0.92","UDP","116","8801  >  64724 Len=74"
"21","0.259707","192.168.0.92","144.195.6.47","UDP","207","64724  >  8801 Len=165"
"24","0.279151","192.168.0.92","144.195.6.47","UDP","254","64724  >  8801 Len=212"
"25","0.299075","192.168.0.92","144.195.6.47","UDP","267","64724  >  8801 Len=225"
"26","0.319345","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"27","0.319850","192.168.0.92","144.195.6.47","UDP","115","64724  >  8801 Len=73"
"28","0.319900","192.168.0.92","144.195.6.47","UDP","265","64724  >  8801 Len=223"
"29","0.340386","192.168.0.92","144.195.6.47","UDP","247","64724  >  8801 Len=205"
"30","0.359609","192.168.0.92","144.195.6.47","UDP","227","64724  >  8801 Len=185"
"31","0.379797","192.168.0.92","144.195.6.47","UDP","182","64724  >  8801 Len=140"
"32","0.399426","192.168.0.92","144.195.6.47","UDP","151","64724  >  8801 Len=109"
"33","0.401393","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"34","0.420218","192.168.0.92","144.195.6.47","UDP","176","64724  >  8801 Len=134"
"40","0.440060","192.168.0.92","144.195.6.47","UDP","246","64724  >  8801 Len=204"
"42","0.460158","192.168.0.92","144.195.6.47","UDP","317","64724  >  8801 Len=275"
"44","0.481238","192.168.0.92","144.195.6.47","UDP","312","64724  >  8801 Len=270"
"46","0.499994","192.168.0.92","144.195.6.47","UDP","286","64724  >  8801 Len=244"
"47","0.503373","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"50","0.519594","192.168.0.92","144.195.6.47","UDP","244","64724  >  8801 Len=202"
"51","0.539513","192.168.0.92","144.195.6.47","UDP","218","64724  >  8801 Len=176"
"52","0.559440","192.168.0.92","144.195.6.47","UDP","178","64724  >  8801 Len=136"
"53","0.570701","144.195.6.47","192.168.0.92","UDP","116","8801  >  64724 Len=74"
"54","0.580992","192.168.0.92","144.195.6.47","UDP","189","64724  >  8801 Len=147"
"55","0.599394","192.168.0.92","144.195.6.47","UDP","260","64724  >  8801 Len=218"
"56","0.605897","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"57","0.619363","192.168.0.92","144.195.6.47","UDP","329","64724  >  8801 Len=287"
"58","0.639624","192.168.0.92","144.195.6.47","UDP","337","64724  >  8801 Len=295"
"59","0.663307","192.168.0.92","144.195.6.47","UDP","351","64724  >  8801 Len=309"
"60","0.683319","192.168.0.92","144.195.6.47","UDP","341","64724  >  8801 Len=299"
"61","0.701894","192.168.0.92","144.195.6.47","UDP","329","64724  >  8801 Len=287"
"62","0.707611","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"63","0.711208","192.168.0.92","144.195.6.47","UDP","115","64724  >  8801 Len=73"
"64","0.719088","192.168.0.92","144.195.6.47","UDP","273","64724  >  8801 Len=231"
"65","0.738685","192.168.0.92","144.195.6.47","UDP","238","64724  >  8801 Len=196"
"66","0.758703","192.168.0.92","144.195.6.47","UDP","214","64724  >  8801 Len=172"
"67","0.778882","192.168.0.92","144.195.6.47","UDP","252","64724  >  8801 Len=210"
"68","0.798915","192.168.0.92","144.195.6.47","UDP","306","64724  >  8801 Len=264"
"69","0.799847","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"70","0.818693","192.168.0.92","144.195.6.47","UDP","106","64724  >  8801 Len=64"
"71","0.818734","192.168.0.92","144.195.6.47","UDP","296","64724  >  8801 Len=254"
"72","0.819667","144.195.6.47","192.168.0.92","UDP","106","8801  >  64724 Len=64"
"73","0.838819","192.168.0.92","144.195.6.47","UDP","261","64724  >  8801 Len=219"
"74","0.858825","192.168.0.92","144.195.6.47","UDP","243","64724  >  8801 Len=201"
"75","0.860235","144.195.6.47","192.168.0.92","UDP","116","8801  >  64724 Len=74"
"76","0.879211","192.168.0.92","144.195.6.47","UDP","226","64724  >  8801 Len=184"
"77","0.898885","192.168.0.92","144.195.6.47","UDP","179","64724  >  8801 Len=137"
"78","0.900111","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"79","0.919112","192.168.0.92","144.195.6.47","UDP","156","64724  >  8801 Len=114"
"80","0.938834","192.168.0.92","144.195.6.47","UDP","195","64724  >  8801 Len=153"
"81","0.958907","192.168.0.92","144.195.6.47","UDP","261","64724  >  8801 Len=219"
"82","0.978889","192.168.0.92","144.195.6.47","UDP","313","64724  >  8801 Len=271"
"83","0.998953","192.168.0.92","144.195.6.47","UDP","296","64724  >  8801 Len=254"
"84","1.005447","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"85","1.018901","192.168.0.92","144.195.6.47","UDP","266","64724  >  8801 Len=224"
"86","1.038923","192.168.0.92","144.195.6.47","UDP","246","64724  >  8801 Len=204"
"87","1.058970","192.168.0.92","144.195.6.47","UDP","234","64724  >  8801 Len=192"
"88","1.079713","192.168.0.92","144.195.6.47","UDP","232","64724  >  8801 Len=190"
"89","1.099115","192.168.0.92","144.195.6.47","UDP","208","64724  >  8801 Len=166"
"90","1.105136","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"91","1.105340","192.168.0.92","144.195.6.47","UDP","115","64724  >  8801 Len=73"
"92","1.119160","192.168.0.92","144.195.6.47","UDP","238","64724  >  8801 Len=196"
"93","1.138861","192.168.0.92","144.195.6.47","UDP","302","64724  >  8801 Len=260"
"94","1.159046","192.168.0.92","144.195.6.47","UDP","323","64724  >  8801 Len=281"
"95","1.170166","144.195.6.47","192.168.0.92","UDP","116","8801  >  64724 Len=74"
"96","1.178929","192.168.0.92","144.195.6.47","UDP","307","64724  >  8801 Len=265"
"97","1.199189","192.168.0.92","144.195.6.47","UDP","292","64724  >  8801 Len=250"
"98","1.207786","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"99","1.219337","192.168.0.92","144.195.6.47","UDP","273","64724  >  8801 Len=231"
"100","1.239070","192.168.0.92","144.195.6.47","UDP","256","64724  >  8801 Len=214"
"101","1.258968","192.168.0.92","144.195.6.47","UDP","239","64724  >  8801 Len=197"
"102","1.278846","192.168.0.92","144.195.6.47","UDP","234","64724  >  8801 Len=192"
"103","1.298948","192.168.0.92","144.195.6.47","UDP","252","64724  >  8801 Len=210"
"104","1.318896","192.168.0.92","144.195.6.47","UDP","249","64724  >  8801 Len=207"
"105","1.319452","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"106","1.338621","192.168.0.92","144.195.6.47","UDP","247","64724  >  8801 Len=205"
"107","1.358677","192.168.0.92","144.195.6.47","UDP","240","64724  >  8801 Len=198"
"108","1.378679","192.168.0.92","144.195.6.47","UDP","238","64724  >  8801 Len=196"
"111","1.398622","192.168.0.92","144.195.6.47","UDP","229","64724  >  8801 Len=187"
"112","1.399949","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"113","1.418679","192.168.0.92","144.195.6.47","UDP","176","64724  >  8801 Len=134"
"114","1.438565","192.168.0.92","144.195.6.47","UDP","154","64724  >  8801 Len=112"
"115","1.458745","192.168.0.92","144.195.6.47","UDP","155","64724  >  8801 Len=113"
"116","1.471111","144.195.6.47","192.168.0.92","UDP","116","8801  >  64724 Len=74"
"117","1.478571","192.168.0.92","144.195.6.47","UDP","180","64724  >  8801 Len=138"
"119","1.498751","192.168.0.92","144.195.6.47","UDP","226","64724  >  8801 Len=184"
"120","1.501868","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"121","1.502035","192.168.0.92","144.195.6.47","UDP","115","64724  >  8801 Len=73"
"123","1.518742","192.168.0.92","144.195.6.47","UDP","257","64724  >  8801 Len=215"
"126","1.538537","192.168.0.92","144.195.6.47","TLSv1.2","104","Application Data"
"127","1.538606","192.168.0.92","144.195.6.47","UDP","252","64724  >  8801 Len=210"
"128","1.558737","192.168.0.92","144.195.6.47","UDP","239","64724  >  8801 Len=197"
"129","1.579282","192.168.0.92","144.195.6.47","UDP","231","64724  >  8801 Len=189"
"130","1.598584","192.168.0.92","144.195.6.47","UDP","184","64724  >  8801 Len=142"
"131","1.602938","144.195.6.47","192.168.0.92","UDP","135","8801  >  64724 Len=93"
"132","1.618904","192.168.0.92","144.195.6.47","UDP","145","64724  >  8801 Len=103"
"135","1.626344","144.195.6.47","192.168.0.92","TCP","66","443  >  63899 [ACK] Seq=1 Ack=39 Win=11 Len=0 TSval=1175267472 TSecr=3189256717"
"136","1.626345","144.195.6.47","192.168.0.92","TLSv1.2","104","Application Data"
"137","1.626413","192.168.0.92","144.195.6.47","TCP","66","63899  >  443 [ACK] Seq=39 Ack=39 Win=2047 Len=0 TSval=3189256805 TSecr=1175267472"
"138","1.638646","192.168.0.92","144.195.6.47","UDP","145","64724  >  8801 Len=103"
"139","1.644271","144.195.6.47","192.168.0.92","TLSv1.2","115","Application Data"
"140","1.644365","192.168.0.92","144.195.6.47","TCP","66","63899  >  443 [ACK] Seq=39 Ack=88 Win=2047 Len=0 TSval=3189256822 TSecr=1175267490"
"141","1.644476","192.168.0.92","144.195.6.47","TLSv1.2","133","Application Data"
"142","1.658553","192.168.0.92","144.195.6.47","UDP","143","64724  >  8801 Len=101"
"143","1.666770","144.195.6.47","192.168.0.92","TLSv1.2","138","Application Data"
"144","1.666871","192.168.0.92","144.195.6.47","TCP","66","63899  >  443 [ACK] Seq=106 Ack=160 Win=2046 Len=0 TSval=3189256845 TSecr=1175267510"
