"No.","Time","Source","Destination","Protocol","Length","Info"
"23","2.426445","192.168.0.92","18.160.17.214","TLSv1.2","259","Application Data"
"25","2.426647","192.168.0.92","18.160.17.214","TLSv1.2","434","Application Data"
"26","2.451463","18.160.17.214","192.168.0.92","TCP","66","443  >  50106 [ACK] Seq=1 Ack=562 Win=721 Len=0 TSval=2743104219 TSecr=1205537725"
"43","2.758848","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=1 Ack=562 Win=721 Len=1428 TSval=2743104527 TSecr=1205537725 [TCP segment of a reassembled PDU]"
"44","2.758853","18.160.17.214","192.168.0.92","TLSv1.2","87","Application Data"
"45","2.758854","18.160.17.214","192.168.0.92","TLSv1.2","97","Application Data"
"46","2.758972","192.168.0.92","18.160.17.214","TCP","66","50106  >  443 [ACK] Seq=562 Ack=1481 Win=8160 Len=0 TSval=1205538058 TSecr=2743104527"
"47","2.788507","192.168.0.92","18.160.17.214","TLSv1.2","323","Application Data"
"53","2.830006","18.160.17.214","192.168.0.92","TLSv1.2","629","Application Data"
"54","2.830008","18.160.17.214","192.168.0.92","TLSv1.2","97","Application Data"
"55","2.830104","192.168.0.92","18.160.17.214","TCP","66","50106  >  443 [ACK] Seq=819 Ack=2075 Win=8174 Len=0 TSval=1205538129 TSecr=2743104597"
"80","6.505536","192.168.0.92","18.160.17.214","TLSv1.2","207","Application Data"
"81","6.506997","192.168.0.92","18.160.17.214","TLSv1.2","401","Application Data"
"83","6.534030","18.160.17.214","192.168.0.92","TCP","66","443  >  50106 [ACK] Seq=2075 Ack=1295 Win=738 Len=0 TSval=2743108300 TSecr=1205541804"
"102","7.010121","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=2075 Ack=1295 Win=738 Len=1428 TSval=2743108736 TSecr=1205541804 [TCP segment of a reassembled PDU]"
"103","7.010123","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=3503 Ack=1295 Win=738 Len=1428 TSval=2743108736 TSecr=1205541804 [TCP segment of a reassembled PDU]"
"104","7.010125","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=4931 Ack=1295 Win=738 Len=1428 TSval=2743108736 TSecr=1205541804 [TCP segment of a reassembled PDU]"
"105","7.010126","18.160.17.214","192.168.0.92","TLSv1.2","198","Application Data"
"106","7.010126","18.160.17.214","192.168.0.92","TLSv1.2","97","Application Data"
"107","7.010127","18.160.17.214","192.168.0.92","TCP","97","[TCP Retransmission] 443  >  50106 [PSH, ACK] Seq=6491 Ack=1295 Win=738 Len=31 TSval=2743108777 TSecr=1205541804"
"108","7.010222","192.168.0.92","18.160.17.214","TCP","66","50106  >  443 [ACK] Seq=1295 Ack=6522 Win=8114 Len=0 TSval=1205542309 TSecr=2743108736"
"109","7.010264","192.168.0.92","18.160.17.214","TCP","78","[TCP Dup ACK 108#1] 50106  >  443 [ACK] Seq=1295 Ack=6522 Win=8114 Len=0 TSval=1205542309 TSecr=2743108777 SLE=6491 SRE=6522"
"110","7.010565","192.168.0.92","18.160.17.214","TCP","66","[TCP Window Update] 50106  >  443 [ACK] Seq=1295 Ack=6522 Win=8183 Len=0 TSval=1205542309 TSecr=2743108777"
"119","7.054978","192.168.0.92","18.160.17.214","TLSv1.2","310","Application Data"
"125","7.085673","18.160.17.214","192.168.0.92","TLSv1.2","629","Application Data"
"126","7.085674","18.160.17.214","192.168.0.92","TLSv1.2","97","Application Data"
"127","7.085777","192.168.0.92","18.160.17.214","TCP","66","50106  >  443 [ACK] Seq=1539 Ack=7116 Win=8174 Len=0 TSval=1205542384 TSecr=2743108853"
"252","12.604358","192.168.0.92","18.160.17.214","TLSv1.2","351","Application Data"
"267","12.642384","192.168.0.92","18.160.17.214","TLSv1.2","549","Application Data"
"270","12.651788","18.160.17.214","192.168.0.92","TLSv1.2","630","Application Data"
"271","12.651788","18.160.17.214","192.168.0.92","TLSv1.2","97","Application Data"
"277","12.651891","192.168.0.92","18.160.17.214","TCP","66","50106  >  443 [ACK] Seq=2307 Ack=7711 Win=8174 Len=0 TSval=1205547950 TSecr=2743114409"
"279","12.714041","18.160.17.214","192.168.0.92","TLSv1.2","1258","Application Data"
"280","12.714043","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=8903 Ack=2307 Win=754 Len=1428 TSval=2743114477 TSecr=1205547903 [TCP segment of a reassembled PDU]"
"281","12.714043","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=10331 Ack=2307 Win=754 Len=1428 TSval=2743114477 TSecr=1205547903 [TCP segment of a reassembled PDU]"
"282","12.714045","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=11759 Ack=2307 Win=754 Len=1428 TSval=2743114477 TSecr=1205547903 [TCP segment of a reassembled PDU]"
"283","12.714045","18.160.17.214","192.168.0.92","TLSv1.2","689","Application Data"
"284","12.714160","192.168.0.92","18.160.17.214","TCP","66","50106  >  443 [ACK] Seq=2307 Ack=13810 Win=8088 Len=0 TSval=1205548013 TSecr=2743114477"
"285","12.714265","192.168.0.92","18.160.17.214","TCP","66","[TCP Window Update] 50106  >  443 [ACK] Seq=2307 Ack=13810 Win=8183 Len=0 TSval=1205548013 TSecr=2743114477"
"286","12.719339","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=13810 Ack=2307 Win=754 Len=1428 TSval=2743114484 TSecr=1205547903 [TCP segment of a reassembled PDU]"
"287","12.719341","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=15238 Ack=2307 Win=754 Len=1428 TSval=2743114484 TSecr=1205547903 [TCP segment of a reassembled PDU]"
"288","12.719424","192.168.0.92","18.160.17.214","TCP","66","50106  >  443 [ACK] Seq=2307 Ack=16666 Win=8139 Len=0 TSval=1205548018 TSecr=2743114484"
"289","12.719500","192.168.0.92","18.160.17.214","TCP","66","[TCP Window Update] 50106  >  443 [ACK] Seq=2307 Ack=16666 Win=8183 Len=0 TSval=1205548018 TSecr=2743114484"
"290","12.721680","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=16666 Ack=2307 Win=754 Len=1428 TSval=2743114484 TSecr=1205547903 [TCP segment of a reassembled PDU]"
"291","12.721681","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=18094 Ack=2307 Win=754 Len=1428 TSval=2743114484 TSecr=1205547903 [TCP segment of a reassembled PDU]"
"292","12.721682","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=19522 Ack=2307 Win=754 Len=1428 TSval=2743114484 TSecr=1205547903 [TCP segment of a reassembled PDU]"
