"No.","Time","Source","Destination","Protocol","Length","Info"
"1000","2.270064","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=941230 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
"1001","2.270065","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=942678 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
"1002","2.270065","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=944126 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
"1003","2.270066","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=945574 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
"1004","2.270066","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=947022 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
"1005","2.270067","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=948470 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
"1006","2.270067","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=949918 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
"1007","2.270067","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=951366 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
"1008","2.270068","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=952814 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
"1009","2.270068","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=954262 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
"1010","2.270214","192.168.0.104","23.48.104.108","TCP","66","49525  >  443 [ACK] Seq=138306 Ack=955710 Win=840576 Len=0 TSval=4133353770 TSecr=3563222260"
"1011","2.278339","23.48.104.108","192.168.0.104","TLSv1.3","544","Application Data"
"1012","2.278340","23.48.104.108","192.168.0.104","TLSv1.3","1514","Application Data"
"1013","2.278341","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=957636 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
"1014","2.278341","23.48.104.108","192.168.0.104","TCP","1514","443  >  49525 [ACK] Seq=959084 Ack=138306 Win=214144 Len=1448 TSval=3563222260 TSecr=4133353728 [TCP segment of a reassembled PDU]"
