"No.","Time","Source","Destination","Protocol","Length","Info"
"2","0.004499","192.168.0.92","206.247.128.13","UDP","254","54695  >  8801 Len=212"
"3","0.024403","192.168.0.92","206.247.128.13","UDP","252","54695  >  8801 Len=210"
"4","0.034107","206.247.128.13","192.168.0.92","UDP","132","8801  >  54695 Len=90"
"5","0.044804","192.168.0.92","206.247.128.13","UDP","255","54695  >  8801 Len=213"
"6","0.053570","206.247.128.13","192.168.0.92","TLSv1.2","138","Application Data"
"7","0.053673","192.168.0.92","206.247.128.13","TCP","66","63277  >  443 [ACK] Seq=1 Ack=73 Win=2046 Len=0 TSval=1112137817 TSecr=3364407962"
"8","0.053890","192.168.0.92","206.247.128.13","TLSv1.2","109","Application Data"
"9","0.064629","192.168.0.92","206.247.128.13","UDP","261","54695  >  8801 Len=219"
"10","0.072117","206.247.128.13","192.168.0.92","TCP","66","443  >  63277 [ACK] Seq=73 Ack=44 Win=11 Len=0 TSval=3364407982 TSecr=1112137817"
"11","0.089521","192.168.0.92","206.247.128.13","UDP","268","54695  >  8801 Len=226"
"12","0.104530","192.168.0.92","206.247.128.13","UDP","123","54695  >  8801 Len=81"
"13","0.104565","192.168.0.92","206.247.128.13","UDP","270","54695  >  8801 Len=228"
"15","0.112657","206.247.128.13","192.168.0.92","UDP","133","8801  >  54695 Len=91"
"16","0.112830","192.168.0.92","206.247.128.13","WireGuard","151","Transport Data, receiver=0xEEA7C52C, counter=1873780353407713332, datalen=77"
"17","0.112848","192.168.0.92","206.247.128.13","UDP","123","59312  >  8801 Len=81"
"18","0.118435","206.247.128.13","192.168.0.92","WireGuard","123","Transport Data, receiver=0x9F72BE2B, counter=4613094826755817474, datalen=49"
"19","0.124304","192.168.0.92","206.247.128.13","UDP","269","54695  >  8801 Len=227"
"22","0.132873","206.247.128.13","192.168.0.92","WireGuard","123","Transport Data, receiver=0x9F72BE2B, counter=4613094839640719371, datalen=49"
"23","0.134373","206.247.128.13","192.168.0.92","UDP","133","8801  >  59312 Len=91"
"24","0.134374","206.247.128.13","192.168.0.92","UDP","135","8801  >  54695 Len=93"
"25","0.134569","192.168.0.92","206.247.128.13","WireGuard","151","Transport Data, receiver=0xEEA7C52C, counter=1873780366292615240, datalen=77"
"27","0.144200","192.168.0.92","206.247.128.13","UDP","264","54695  >  8801 Len=222"
"37","0.164857","192.168.0.92","206.247.128.13","UDP","265","54695  >  8801 Len=223"
"47","0.184995","192.168.0.92","206.247.128.13","UDP","266","54695  >  8801 Len=224"
"55","0.204936","192.168.0.92","206.247.128.13","UDP","260","54695  >  8801 Len=218"
"56","0.206855","206.247.128.13","192.168.0.92","UDP","116","8801  >  54695 Len=74"
"61","0.225000","192.168.0.92","206.247.128.13","UDP","243","54695  >  8801 Len=201"
"66","0.236616","206.247.128.13","192.168.0.92","UDP","134","8801  >  54695 Len=92"
"79","0.246593","192.168.0.92","206.247.128.13","UDP","249","54695  >  8801 Len=207"
"83","0.264380","192.168.0.92","206.247.128.13","UDP","254","54695  >  8801 Len=212"
"86","0.284755","192.168.0.92","206.247.128.13","UDP","273","54695  >  8801 Len=231"
"87","0.307924","192.168.0.92","206.247.128.13","UDP","261","54695  >  8801 Len=219"
"88","0.318868","206.247.128.13","192.168.0.92","UDP","137","8801  >  54695 Len=95"
"89","0.320709","192.168.0.92","206.247.128.13","UDP","115","54695  >  8801 Len=73"
"90","0.326851","192.168.0.92","206.247.128.13","UDP","269","54695  >  8801 Len=227"
"91","0.343644","192.168.0.92","206.247.128.13","UDP","276","54695  >  8801 Len=234"
"92","0.351013","206.247.128.13","192.168.0.92","UDP","188","8801  >  54695 Len=146"
