"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.92","206.247.128.13","UDP","146","54695  >  8801 Len=104"
"5","0.093397","206.247.128.13","192.168.0.92","UDP","132","8801  >  54695 Len=90"
"8","0.096608","192.168.0.92","206.247.128.13","UDP","115","54695  >  8801 Len=73"
"9","0.100721","192.168.0.92","206.247.128.13","UDP","146","54695  >  8801 Len=104"
"14","0.201287","192.168.0.92","206.247.128.13","UDP","146","54695  >  8801 Len=104"
"15","0.208071","206.247.128.13","192.168.0.92","UDP","134","8801  >  54695 Len=92"
"16","0.229841","206.247.128.13","192.168.0.92","UDP","115","8801  >  54695 Len=73"
"17","0.289243","206.247.128.13","192.168.0.92","UDP","136","8801  >  54695 Len=94"
"18","0.300880","192.168.0.92","206.247.128.13","UDP","146","54695  >  8801 Len=104"
"25","0.392197","206.247.128.13","192.168.0.92","UDP","135","8801  >  54695 Len=93"
"28","0.401173","192.168.0.92","206.247.128.13","UDP","147","54695  >  8801 Len=105"
"38","0.495657","206.247.128.13","192.168.0.92","UDP","159","8801  >  55786 Len=117"
"39","0.495658","206.247.128.13","192.168.0.92","UDP","134","8801  >  54695 Len=92"
"40","0.496035","192.168.0.92","206.247.128.13","UDP","115","54695  >  8801 Len=73"
"41","0.501074","192.168.0.92","206.247.128.13","UDP","106","54695  >  8801 Len=64"
"42","0.501149","192.168.0.92","206.247.128.13","UDP","146","54695  >  8801 Len=104"
"52","0.528590","206.247.128.13","192.168.0.92","UDP","115","8801  >  54695 Len=73"
"57","0.587779","206.247.128.13","192.168.0.92","UDP","134","8801  >  54695 Len=92"
"58","0.601077","192.168.0.92","206.247.128.13","UDP","146","54695  >  8801 Len=104"
"62","0.691115","206.247.128.13","192.168.0.92","UDP","134","8801  >  54695 Len=92"
"63","0.701226","192.168.0.92","206.247.128.13","UDP","148","54695  >  8801 Len=106"
"71","0.740758","192.168.0.92","206.247.128.13","UDP","151","54695  >  8801 Len=109"
"74","0.760850","192.168.0.92","206.247.128.13","UDP","195","54695  >  8801 Len=153"
"75","0.780406","192.168.0.92","206.247.128.13","UDP","242","54695  >  8801 Len=200"
"76","0.794060","206.247.128.13","192.168.0.92","UDP","133","8801  >  54695 Len=91"
"77","0.801081","192.168.0.92","206.247.128.13","UDP","285","54695  >  8801 Len=243"
"79","0.820449","192.168.0.92","206.247.128.13","UDP","250","54695  >  8801 Len=208"
