"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","66.22.196.159","192.168.0.200","UDP","905","50002  >  52968 Len=863"
"3","0.005042","66.22.196.159","192.168.0.200","UDP","905","50002  >  52968 Len=863"
"4","0.005653","66.22.196.159","192.168.0.200","UDP","906","50002  >  52968 Len=864"
"5","0.013017","66.22.196.159","192.168.0.200","UDP","403","50002  >  52968 Len=361"
"7","0.032377","192.168.0.200","66.22.196.159","UDP","90","52968  >  50002 Len=48"
"8","0.036008","66.22.196.159","192.168.0.200","UDP","421","50002  >  52968 Len=379"
"9","0.036008","66.22.196.159","192.168.0.200","UDP","874","50002  >  52968 Len=832"
"11","0.053528","66.22.196.159","192.168.0.200","UDP","413","50002  >  52968 Len=371"
"13","0.065422","66.22.196.159","192.168.0.200","UDP","1241","50002  >  52968 Len=1199"
"14","0.069163","66.22.196.159","192.168.0.200","UDP","1241","50002  >  52968 Len=1199"
"15","0.073351","66.22.196.159","192.168.0.200","UDP","1241","50002  >  52968 Len=1199"
"16","0.073750","66.22.196.159","192.168.0.200","UDP","1242","50002  >  52968 Len=1200"
"17","0.083029","192.168.0.200","66.22.196.159","UDP","90","52968  >  50002 Len=48"
"19","0.097712","66.22.196.159","192.168.0.200","UDP","403","50002  >  52968 Len=361"
"20","0.097712","66.22.196.159","192.168.0.200","UDP","407","50002  >  52968 Len=365"
"23","0.108494","66.22.196.159","192.168.0.200","UDP","1243","50002  >  52968 Len=1201"
"24","0.109367","66.22.196.159","192.168.0.200","UDP","1243","50002  >  52968 Len=1201"
"25","0.109448","66.22.196.159","192.168.0.200","UDP","1244","50002  >  52968 Len=1202"
"27","0.116336","66.22.196.159","192.168.0.200","UDP","397","50002  >  52968 Len=355"
"30","0.132869","192.168.0.200","66.22.196.159","UDP","90","52968  >  50002 Len=48"
"31","0.134786","66.22.196.159","192.168.0.200","UDP","398","50002  >  52968 Len=356"
"32","0.134786","66.22.196.159","192.168.0.200","UDP","1218","50002  >  52968 Len=1176"
"33","0.142217","66.22.196.159","192.168.0.200","UDP","1218","50002  >  52968 Len=1176"
"34","0.142628","66.22.196.159","192.168.0.200","UDP","1218","50002  >  52968 Len=1176"
"35","0.142628","66.22.196.159","192.168.0.200","UDP","1218","50002  >  52968 Len=1176"
"36","0.142628","66.22.196.159","192.168.0.200","UDP","1219","50002  >  52968 Len=1177"
"41","0.152467","66.22.196.159","192.168.0.200","UDP","396","50002  >  52968 Len=354"
"43","0.169555","66.22.196.159","192.168.0.200","UDP","978","50002  >  52968 Len=936"
"45","0.172156","66.22.196.159","192.168.0.200","UDP","979","50002  >  52968 Len=937"
"46","0.173719","66.22.196.159","192.168.0.200","UDP","979","50002  >  52968 Len=937"
"47","0.174578","66.22.196.159","192.168.0.200","UDP","979","50002  >  52968 Len=937"
