"No.","Time","Source","Destination","Protocol","Length","Info"
"7","0.322410","162.159.130.234","192.168.0.92","TLSv1.2","282","Application Data"
"8","0.322609","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=1 Ack=217 Win=2048 Len=0 TSval=785853777 TSecr=4164019577"
"25","1.424595","192.168.0.92","162.159.130.232","TLSv1.2","299","Application Data"
"26","1.424824","192.168.0.92","162.159.128.233","TLSv1.2","250","Application Data"
"27","1.425165","192.168.0.92","162.159.128.233","TLSv1.2","130","Application Data"
"30","1.449797","162.159.130.232","192.168.0.92","TCP","66","443  >  64116 [ACK] Seq=1 Ack=234 Win=7 Len=0 TSval=934208919 TSecr=1801705493"
"31","1.449798","162.159.128.233","192.168.0.92","TCP","66","443  >  64115 [ACK] Seq=1 Ack=185 Win=7 Len=0 TSval=1288211170 TSecr=1061865737"
"32","1.449798","162.159.128.233","192.168.0.92","TCP","66","443  >  64115 [ACK] Seq=1 Ack=249 Win=7 Len=0 TSval=1288211170 TSecr=1061865737"
"33","1.499994","162.159.128.233","192.168.0.92","TLSv1.2","552","Application Data"
"34","1.499995","162.159.128.233","192.168.0.92","TLSv1.2","111","Application Data"
"35","1.499996","162.159.128.233","192.168.0.92","TLSv1.2","97","Application Data"
"36","1.500108","192.168.0.92","162.159.128.233","TCP","66","64115  >  443 [ACK] Seq=249 Ack=563 Win=2039 Len=0 TSval=1061865812 TSecr=1288211220"
"37","1.508298","162.159.130.234","192.168.0.92","TLSv1.2","147","Application Data"
"38","1.508485","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=1 Ack=298 Win=2048 Len=0 TSval=785854963 TSecr=4164020818"
"39","1.513294","192.168.0.92","162.159.130.234","TLSv1.2","111","Application Data"
"40","1.550322","162.159.130.234","192.168.0.92","TLSv1.2","111","Application Data"
"41","1.550419","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=46 Ack=343 Win=2047 Len=0 TSval=785855005 TSecr=4164020863"
"42","1.555469","162.159.130.232","192.168.0.92","TLSv1.2","389","Application Data"
"43","1.555558","192.168.0.92","162.159.130.232","TCP","66","64116  >  443 [ACK] Seq=234 Ack=324 Win=22689 Len=0 TSval=1801705624 TSecr=934209026"
"44","1.557436","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=324 Ack=234 Win=8 Len=1448 TSval=934209026 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"45","1.557437","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=1772 Ack=234 Win=8 Len=1448 TSval=934209026 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"46","1.557438","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=3220 Ack=234 Win=8 Len=1448 TSval=934209026 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"47","1.557487","192.168.0.92","162.159.130.232","TCP","66","64116  >  443 [ACK] Seq=234 Ack=4668 Win=22626 Len=0 TSval=1801705626 TSecr=934209026"
"48","1.557574","192.168.0.92","162.159.130.232","TCP","66","[TCP Window Update] 64116  >  443 [ACK] Seq=234 Ack=4668 Win=22694 Len=0 TSval=1801705626 TSecr=934209026"
"49","1.558876","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=4668 Ack=234 Win=8 Len=1448 TSval=934209026 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"50","1.558877","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=6116 Ack=234 Win=8 Len=1448 TSval=934209026 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"51","1.558877","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=7564 Ack=234 Win=8 Len=1448 TSval=934209026 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"52","1.558878","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=9012 Ack=234 Win=8 Len=1448 TSval=934209026 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"53","1.558879","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=10460 Ack=234 Win=8 Len=1448 TSval=934209026 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"54","1.558880","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=11908 Ack=234 Win=8 Len=1448 TSval=934209026 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"55","1.558881","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=13356 Ack=234 Win=8 Len=1448 TSval=934209026 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"56","1.558881","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=14804 Ack=234 Win=8 Len=1448 TSval=934209026 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"57","1.558882","162.159.130.232","192.168.0.92","TLSv1.2","544","Application Data"
"58","1.558883","162.159.130.232","192.168.0.92","TCP","1514","443  >  64116 [ACK] Seq=16730 Ack=234 Win=8 Len=1448 TSval=934209027 TSecr=1801705493 [TCP segment of a reassembled PDU]"
"59","1.558883","162.159.130.232","192.168.0.92","TLSv1.2","818","Application Data"
"60","1.558884","162.159.130.232","192.168.0.92","TLSv1.2","97","Application Data"
"61","1.558941","192.168.0.92","162.159.130.232","TCP","66","64116  >  443 [ACK] Seq=234 Ack=18961 Win=22471 Len=0 TSval=1801705627 TSecr=934209027"
"62","1.558994","192.168.0.92","162.159.130.232","TCP","66","[TCP Window Update] 64116  >  443 [ACK] Seq=234 Ack=18961 Win=22694 Len=0 TSval=1801705627 TSecr=934209027"
"63","1.704613","162.159.130.234","192.168.0.92","TLSv1.2","350","Application Data"
"64","1.704820","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=46 Ack=627 Win=2048 Len=0 TSval=785855159 TSecr=4164021015"
"70","3.394621","162.159.130.234","192.168.0.92","TLSv1.2","145","Application Data"
"71","3.394850","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=46 Ack=706 Win=2048 Len=0 TSval=785856849 TSecr=4164022696"
"72","3.913547","192.168.0.92","162.159.128.233","TLSv1.2","232","Application Data"
"73","3.913796","192.168.0.92","162.159.128.233","TLSv1.2","200","Application Data"
"74","3.937703","162.159.128.233","192.168.0.92","TCP","66","443  >  64115 [ACK] Seq=563 Ack=415 Win=7 Len=0 TSval=1288213658 TSecr=1061868226"
"75","3.937704","162.159.128.233","192.168.0.92","TCP","66","443  >  64115 [ACK] Seq=563 Ack=549 Win=7 Len=0 TSval=1288213658 TSecr=1061868226"
"76","4.096375","162.159.130.234","192.168.0.92","TLSv1.2","215","Application Data"
"77","4.096629","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=46 Ack=855 Win=2048 Len=0 TSval=785857551 TSecr=4164023409"
"78","4.124556","162.159.130.234","192.168.0.92","TLSv1.2","272","Application Data"
"79","4.124708","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=46 Ack=1061 Win=2048 Len=0 TSval=785857579 TSecr=4164023432"
"80","4.130057","162.159.128.233","192.168.0.92","TLSv1.2","376","Application Data"
"81","4.130059","162.159.128.233","192.168.0.92","TLSv1.2","460","Application Data"
"82","4.130060","162.159.128.233","192.168.0.92","TLSv1.2","97","Application Data"
"83","4.130167","192.168.0.92","162.159.128.233","TCP","66","64115  >  443 [ACK] Seq=549 Ack=1298 Win=2036 Len=0 TSval=1061868443 TSecr=1288213848"
"85","4.726390","162.159.130.234","192.168.0.92","TLSv1.2","156","Application Data"
"86","4.726529","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=46 Ack=1151 Win=2048 Len=0 TSval=785858181 TSecr=4164023977"
"91","5.012069","192.168.0.92","162.159.135.233","TCP","78","64153  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1259126517 TSecr=0 SACK_PERM"
"92","5.030987","162.159.135.233","192.168.0.92","TCP","74","443  >  64153 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1400 SACK_PERM TSval=1895257724 TSecr=1259126517 WS=8192"
"93","5.031093","192.168.0.92","162.159.135.233","TCP","66","64153  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0 TSval=1259126537 TSecr=1895257724"
"94","5.031360","192.168.0.92","162.159.135.233","TLSv1.3","583","Client Hello (SNI=cdn.discordapp.com)"
"95","5.049913","162.159.135.233","192.168.0.92","TCP","66","443  >  64153 [ACK] Seq=1 Ack=518 Win=57344 Len=0 TSval=1895257748 TSecr=1259126537"
