"No.","Time","Source","Destination","Protocol","Length","Info"
"8","1.330808","162.159.130.234","192.168.0.92","TLSv1.2","178","Application Data"
"9","1.330952","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=1 Ack=113 Win=2048 Len=0 TSval=785801656 TSecr=4163967455"
"11","1.519804","192.168.0.92","162.159.128.233","TLSv1.2","250","Application Data"
"12","1.520598","192.168.0.92","162.159.128.233","TLSv1.2","130","Application Data"
"13","1.520802","192.168.0.92","162.159.128.233","TLSv1.2","97","Application Data"
"14","1.543258","162.159.128.233","192.168.0.92","TCP","66","443  >  64115 [ACK] Seq=1 Ack=185 Win=7 Len=0 TSval=1288158136 TSecr=1061812703"
"15","1.543259","162.159.128.233","192.168.0.92","TCP","66","443  >  64115 [ACK] Seq=1 Ack=249 Win=7 Len=0 TSval=1288158136 TSecr=1061812703"
"16","1.543259","162.159.128.233","192.168.0.92","TCP","66","443  >  64115 [ACK] Seq=1 Ack=280 Win=7 Len=0 TSval=1288158136 TSecr=1061812704"
"17","1.565662","162.159.130.234","192.168.0.92","TLSv1.2","379","Application Data"
"18","1.565870","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=1 Ack=426 Win=2048 Len=0 TSval=785801891 TSecr=4163967749"
"19","1.586483","162.159.128.233","192.168.0.92","TLSv1.2","352","Application Data"
"20","1.586484","162.159.128.233","192.168.0.92","TLSv1.2","111","Application Data"
"21","1.586484","162.159.128.233","192.168.0.92","TLSv1.2","97","Application Data"
"22","1.586590","192.168.0.92","162.159.128.233","TCP","66","64115  >  443 [ACK] Seq=280 Ack=363 Win=2042 Len=0 TSval=1061812770 TSecr=1288158179"
"23","1.591748","162.159.130.234","192.168.0.92","TLSv1.2","169","Application Data"
"24","1.591887","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=1 Ack=529 Win=2048 Len=0 TSval=785801917 TSecr=4163967776"
"27","1.903514","162.159.130.234","192.168.0.92","TLSv1.2","118","Application Data"
"29","1.903698","192.168.0.92","162.159.130.234","TCP","66","64024  >  443 [ACK] Seq=1 Ack=581 Win=2048 Len=0 TSval=785802229 TSecr=4163968064"
