"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","66.22.231.191","192.168.0.200","UDP","234","50008  >  51582 Len=192"
"2","0.019987","66.22.231.191","192.168.0.200","UDP","240","50008  >  51582 Len=198"
"3","0.038570","66.22.231.191","192.168.0.200","UDP","234","50008  >  51582 Len=192"
"4","0.060286","66.22.231.191","192.168.0.200","UDP","232","50008  >  51582 Len=190"
"5","0.078586","66.22.231.191","192.168.0.200","UDP","230","50008  >  51582 Len=188"
"7","0.100558","66.22.231.191","192.168.0.200","UDP","227","50008  >  51582 Len=185"
"8","0.121135","66.22.231.191","192.168.0.200","UDP","220","50008  >  51582 Len=178"
"9","0.140472","66.22.231.191","192.168.0.200","UDP","214","50008  >  51582 Len=172"
"10","0.161601","66.22.231.191","192.168.0.200","UDP","212","50008  >  51582 Len=170"
"11","0.180542","66.22.231.191","192.168.0.200","UDP","233","50008  >  51582 Len=191"
"12","0.201911","66.22.231.191","192.168.0.200","UDP","222","50008  >  51582 Len=180"
"13","0.209565","66.22.231.191","192.168.0.200","RTCP","94","Receiver Report   "
"14","0.222017","66.22.231.191","192.168.0.200","UDP","85","50008  >  51582 Len=43"
"15","0.238136","66.22.231.191","192.168.0.200","UDP","85","50008  >  51582 Len=43"
"16","0.260613","66.22.231.191","192.168.0.200","UDP","85","50008  >  51582 Len=43"
"17","0.280500","66.22.231.191","192.168.0.200","UDP","85","50008  >  51582 Len=43"
"18","0.300031","66.22.231.191","192.168.0.200","UDP","85","50008  >  51582 Len=43"
"19","0.320421","66.22.231.191","192.168.0.200","UDP","85","50008  >  51582 Len=43"
"20","0.342205","66.22.231.191","192.168.0.200","UDP","85","50008  >  51582 Len=43"
"21","0.361946","66.22.231.191","192.168.0.200","UDP","85","50008  >  51582 Len=43"
"22","0.380130","66.22.231.191","192.168.0.200","UDP","85","50008  >  51582 Len=43"
"23","0.400657","66.22.231.191","192.168.0.200","UDP","85","50008  >  51582 Len=43"
"29","0.705814","192.168.0.200","66.22.231.191","UDP","136","51582  >  50008 Len=94"
"30","0.724197","192.168.0.200","66.22.231.191","UDP","143","51582  >  50008 Len=101"
"31","0.748156","192.168.0.200","66.22.231.191","UDP","196","51582  >  50008 Len=154"
"32","0.765412","192.168.0.200","66.22.231.191","UDP","257","51582  >  50008 Len=215"
"33","0.783855","192.168.0.200","66.22.231.191","UDP","250","51582  >  50008 Len=208"
"34","0.807554","192.168.0.200","66.22.231.191","UDP","227","51582  >  50008 Len=185"
"35","0.825247","192.168.0.200","66.22.231.191","UDP","255","51582  >  50008 Len=213"
"36","0.843687","192.168.0.200","66.22.231.191","UDP","241","51582  >  50008 Len=199"
"37","0.867534","192.168.0.200","66.22.231.191","UDP","252","51582  >  50008 Len=210"
"38","0.885195","192.168.0.200","66.22.231.191","UDP","248","51582  >  50008 Len=206"
"39","0.901741","192.168.0.200","66.22.231.191","UDP","233","51582  >  50008 Len=191"
"40","0.924538","192.168.0.200","66.22.231.191","UDP","245","51582  >  50008 Len=203"
"41","0.947185","192.168.0.200","66.22.231.191","UDP","243","51582  >  50008 Len=201"
"42","0.965553","192.168.0.200","66.22.231.191","UDP","245","51582  >  50008 Len=203"
"43","0.983757","192.168.0.200","66.22.231.191","UDP","239","51582  >  50008 Len=197"
"44","1.007981","192.168.0.200","66.22.231.191","UDP","229","51582  >  50008 Len=187"
"45","1.026311","192.168.0.200","66.22.231.191","UDP","192","51582  >  50008 Len=150"
"46","1.044255","192.168.0.200","66.22.231.191","UDP","171","51582  >  50008 Len=129"
"47","1.061806","192.168.0.200","66.22.231.191","UDP","130","51582  >  50008 Len=88"
"48","1.086144","192.168.0.200","66.22.231.191","UDP","135","51582  >  50008 Len=93"
"50","1.108135","192.168.0.200","66.22.231.191","UDP","139","51582  >  50008 Len=97"
"52","1.125693","192.168.0.200","66.22.231.191","UDP","85","51582  >  50008 Len=43"
"54","1.144100","192.168.0.200","66.22.231.191","UDP","85","51582  >  50008 Len=43"
"55","1.162060","192.168.0.200","66.22.231.191","UDP","85","51582  >  50008 Len=43"
"56","1.185497","192.168.0.200","66.22.231.191","UDP","85","51582  >  50008 Len=43"
"57","1.203987","192.168.0.200","66.22.231.191","UDP","85","51582  >  50008 Len=43"
"58","1.209404","66.22.231.191","192.168.0.200","RTCP","94","Receiver Report   "
"59","1.227687","192.168.0.200","66.22.231.191","UDP","85","51582  >  50008 Len=43"
"60","1.245331","192.168.0.200","66.22.231.191","UDP","85","51582  >  50008 Len=43"
"61","1.263677","192.168.0.200","66.22.231.191","UDP","85","51582  >  50008 Len=43"
"62","1.287680","192.168.0.200","66.22.231.191","UDP","85","51582  >  50008 Len=43"
"63","1.305124","192.168.0.200","66.22.231.191","UDP","85","51582  >  50008 Len=43"
"66","1.762498","192.168.0.200","66.22.231.191","UDP","133","51582  >  50008 Len=91"
"68","1.784264","192.168.0.200","66.22.231.191","UDP","132","51582  >  50008 Len=90"
"76","1.802526","192.168.0.200","66.22.231.191","UDP","130","51582  >  50008 Len=88"
"77","1.826431","192.168.0.200","66.22.231.191","UDP","188","51582  >  50008 Len=146"
"80","1.844092","192.168.0.200","66.22.231.191","UDP","250","51582  >  50008 Len=208"
"83","1.862444","192.168.0.200","66.22.231.191","UDP","246","51582  >  50008 Len=204"
"85","1.886236","192.168.0.200","66.22.231.191","UDP","243","51582  >  50008 Len=201"
"97","1.903726","192.168.0.200","66.22.231.191","UDP","255","51582  >  50008 Len=213"
"101","1.922226","192.168.0.200","66.22.231.191","UDP","255","51582  >  50008 Len=213"
"102","1.946005","192.168.0.200","66.22.231.191","UDP","256","51582  >  50008 Len=214"
"104","1.963665","192.168.0.200","66.22.231.191","UDP","247","51582  >  50008 Len=205"
"120","1.982263","192.168.0.200","66.22.231.191","UDP","239","51582  >  50008 Len=197"
"121","2.005935","192.168.0.200","66.22.231.191","UDP","253","51582  >  50008 Len=211"
"122","2.023595","192.168.0.200","66.22.231.191","UDP","245","51582  >  50008 Len=203"
"124","2.047863","192.168.0.200","66.22.231.191","UDP","241","51582  >  50008 Len=199"
"127","2.065833","192.168.0.200","66.22.231.191","UDP","262","51582  >  50008 Len=220"
"130","2.083278","192.168.0.200","66.22.231.191","UDP","248","51582  >  50008 Len=206"
"132","2.101739","192.168.0.200","66.22.231.191","UDP","242","51582  >  50008 Len=200"
"141","2.125442","192.168.0.200","66.22.231.191","UDP","259","51582  >  50008 Len=217"
"147","2.144089","192.168.0.200","66.22.231.191","UDP","246","51582  >  50008 Len=204"
"149","2.162623","192.168.0.200","66.22.231.191","UDP","242","51582  >  50008 Len=200"
"151","2.186366","192.168.0.200","66.22.231.191","UDP","244","51582  >  50008 Len=202"
"152","2.204040","192.168.0.200","66.22.231.191","UDP","249","51582  >  50008 Len=207"
"153","2.211135","66.22.231.191","192.168.0.200","RTCP","94","Receiver Report   "
"154","2.222434","192.168.0.200","66.22.231.191","UDP","256","51582  >  50008 Len=214"
"156","2.246314","192.168.0.200","66.22.231.191","UDP","245","51582  >  50008 Len=203"
"157","2.261828","192.168.0.200","66.22.231.191","UDP","242","51582  >  50008 Len=200"
"158","2.286193","192.168.0.200","66.22.231.191","UDP","245","51582  >  50008 Len=203"
"160","2.303978","192.168.0.200","66.22.231.191","UDP","245","51582  >  50008 Len=203"
