"No.","Time","Source","Destination","Protocol","Length","Info"
"11","1.423502","192.168.0.92","18.160.17.214","TLSv1.2","422","Application Data"
"23","1.445838","18.160.17.214","192.168.0.92","TCP","66","443  >  50106 [ACK] Seq=1 Ack=357 Win=876 Len=0 TSval=2743141979 TSecr=1205575489"
"24","1.451606","192.168.0.92","18.160.17.214","TLSv1.2","628","Application Data"
"29","1.465495","18.160.17.214","192.168.0.92","TLSv1.2","631","Application Data"
"30","1.465495","18.160.17.214","192.168.0.92","TLSv1.2","97","Application Data"
"33","1.465574","192.168.0.92","18.160.17.214","TCP","66","50106  >  443 [ACK] Seq=919 Ack=597 Win=8174 Len=0 TSval=1205575531 TSecr=2743141999"
"38","1.507405","18.160.17.214","192.168.0.92","TLSv1.2","1277","Application Data"
"39","1.507504","192.168.0.92","18.160.17.214","TCP","66","50106  >  443 [ACK] Seq=919 Ack=1808 Win=8165 Len=0 TSval=1205575573 TSecr=2743142039"
"40","1.508999","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=1808 Ack=919 Win=882 Len=1428 TSval=2743142039 TSecr=1205575516 [TCP segment of a reassembled PDU]"
"41","1.509000","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=3236 Ack=919 Win=882 Len=1428 TSval=2743142039 TSecr=1205575516 [TCP segment of a reassembled PDU]"
"42","1.509001","18.160.17.214","192.168.0.92","TCP","1494","443  >  50106 [ACK] Seq=4664 Ack=919 Win=882 Len=1428 TSval=2743142039 TSecr=1205575516 [TCP segment of a reassembled PDU]"
"43","1.509002","18.160.17.214","192.168.0.92","TLSv1.2","698","Application Data"
"44","1.509030","192.168.0.92","18.160.17.214","TCP","66","50106  >  443 [ACK] Seq=919 Ack=6724 Win=8107 Len=0 TSval=1205575574 TSecr=2743142039"
"45","1.509074","192.168.0.92","18.160.17.214","TCP","66","[TCP Window Update] 50106  >  443 [ACK] Seq=919 Ack=6724 Win=8183 Len=0 TSval=1205575574 TSecr=2743142039"
