"No.","Time","Source","Destination","Protocol","Length","Info"
"16","2.765793","162.159.130.234","192.168.0.92","TLSv1.2","171","Application Data"
"17","2.766140","192.168.0.92","162.159.130.234","TCP","66","49967  >  443 [ACK] Seq=1 Ack=106 Win=11308 Len=0 TSval=2706545742 TSecr=1068743471"
"36","3.802155","162.159.130.234","192.168.0.92","TLSv1.2","146","Application Data"
"37","3.802438","192.168.0.92","162.159.130.234","TCP","66","49967  >  443 [ACK] Seq=1 Ack=186 Win=11308 Len=0 TSval=2706546778 TSecr=1068744612"
"39","4.094909","162.159.130.234","192.168.0.92","TLSv1.2","176","Application Data"
"40","4.095112","192.168.0.92","162.159.130.234","TCP","66","49967  >  443 [ACK] Seq=1 Ack=296 Win=11308 Len=0 TSval=2706547071 TSecr=1068744851"
"75","6.317081","192.168.0.92","162.159.130.234","TLSv1.2","109","Application Data"
"76","6.353979","162.159.130.234","192.168.0.92","TLSv1.2","100","Application Data"
"77","6.354132","192.168.0.92","162.159.130.234","TCP","66","49967  >  443 [ACK] Seq=44 Ack=330 Win=11308 Len=0 TSval=2706549330 TSecr=1068747163"
"107","7.025625","162.159.130.234","192.168.0.92","TLSv1.2","116","Application Data"
"108","7.025717","192.168.0.92","162.159.130.234","TCP","66","49967  >  443 [ACK] Seq=44 Ack=380 Win=11307 Len=0 TSval=2706550002 TSecr=1068747835"
"111","7.098432","162.159.130.234","192.168.0.92","TLSv1.2","237","Application Data"
"112","7.098561","192.168.0.92","162.159.130.234","TCP","66","49967  >  443 [ACK] Seq=44 Ack=551 Win=11305 Len=0 TSval=2706550075 TSecr=1068747908"
"119","7.985831","162.159.130.234","192.168.0.92","TLSv1.2","108","Application Data"
"120","7.985956","192.168.0.92","162.159.130.234","TCP","66","49967  >  443 [ACK] Seq=44 Ack=593 Win=11307 Len=0 TSval=2706550962 TSecr=1068748779"
"130","9.006147","162.159.130.234","192.168.0.92","TLSv1.2","150","Application Data"
"131","9.006266","192.168.0.92","162.159.130.234","TCP","66","49967  >  443 [ACK] Seq=44 Ack=677 Win=11307 Len=0 TSval=2706551982 TSecr=1068749813"
"149","11.467399","162.159.130.234","192.168.0.92","TLSv1.2","568","Application Data"
"150","11.467497","192.168.0.92","162.159.130.234","TCP","66","49967  >  443 [ACK] Seq=44 Ack=1179 Win=11300 Len=0 TSval=2706554444 TSecr=1068752195"
"155","12.900709","162.159.130.234","192.168.0.92","TLSv1.2","176","Application Data"
"156","12.900816","192.168.0.92","162.159.130.234","TCP","66","49967  >  443 [ACK] Seq=44 Ack=1289 Win=11306 Len=0 TSval=2706555877 TSecr=1068753650"
