"No.","Time","Source","Destination","Protocol","Length","Info"
"10","0.951440","192.168.0.200","31.25.11.18","TCP","66","61346  >  25565 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"11","0.970029","31.25.11.18","192.168.0.200","TCP","66","25565  >  61346 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1460 SACK_PERM WS=2048"
"12","0.970145","192.168.0.200","31.25.11.18","TCP","54","61346  >  25565 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"13","0.994769","192.168.0.200","31.25.11.18","TCP","75","61346  >  25565 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=21"
"14","0.994769","192.168.0.200","31.25.11.18","TCP","83","61346  >  25565 [PSH, ACK] Seq=22 Ack=1 Win=262656 Len=29"
"15","1.018233","31.25.11.18","192.168.0.200","TCP","66","[TCP Window Update] 25565  >  61346 [ACK] Seq=1 Ack=1 Win=43008 Len=0 SLE=22 SRE=51"
"16","1.018292","31.25.11.18","192.168.0.200","TCP","60","25565  >  61346 [ACK] Seq=1 Ack=51 Win=43008 Len=0"
"17","1.019025","31.25.11.18","192.168.0.200","TCP","227","25565  >  61346 [PSH, ACK] Seq=1 Ack=51 Win=43008 Len=173"
"22","1.067752","192.168.0.200","31.25.11.18","TCP","54","61346  >  25565 [ACK] Seq=51 Ack=174 Win=262400 Len=0"
"48","1.216306","192.168.0.200","31.25.11.18","TCP","317","61346  >  25565 [PSH, ACK] Seq=51 Ack=174 Win=262400 Len=263"
"53","1.296000","31.25.11.18","192.168.0.200","TCP","60","25565  >  61346 [ACK] Seq=174 Ack=314 Win=43008 Len=0"
"55","1.349280","31.25.11.18","192.168.0.200","TCP","60","25565  >  61346 [PSH, ACK] Seq=174 Ack=314 Win=43008 Len=4"
"56","1.349838","31.25.11.18","192.168.0.200","TCP","957","25565  >  61346 [PSH, ACK] Seq=178 Ack=314 Win=43008 Len=903"
"57","1.349938","192.168.0.200","31.25.11.18","TCP","54","61346  >  25565 [ACK] Seq=314 Ack=1081 Win=261632 Len=0"
"58","1.350047","192.168.0.200","31.25.11.18","TCP","57","61346  >  25565 [PSH, ACK] Seq=314 Ack=1081 Win=261632 Len=3"
"59","1.350290","192.168.0.200","31.25.11.18","TCP","81","61346  >  25565 [PSH, ACK] Seq=317 Ack=1081 Win=261632 Len=27"
"60","1.350357","192.168.0.200","31.25.11.18","TCP","70","61346  >  25565 [PSH, ACK] Seq=344 Ack=1081 Win=261632 Len=16"
"61","1.369931","31.25.11.18","192.168.0.200","TCP","60","25565  >  61346 [ACK] Seq=1081 Ack=317 Win=43008 Len=0"
"62","1.370254","31.25.11.18","192.168.0.200","TCP","60","25565  >  61346 [ACK] Seq=1081 Ack=344 Win=43008 Len=0"
"63","1.370254","31.25.11.18","192.168.0.200","TCP","60","[TCP Dup ACK 62#1] 25565  >  61346 [ACK] Seq=1081 Ack=344 Win=43008 Len=0"
"64","1.370254","31.25.11.18","192.168.0.200","TCP","60","25565  >  61346 [ACK] Seq=1081 Ack=360 Win=43008 Len=0"
"65","1.424817","31.25.11.18","192.168.0.200","TCP","92","25565  >  61346 [PSH, ACK] Seq=1081 Ack=360 Win=43008 Len=38"
"66","1.425055","31.25.11.18","192.168.0.200","TCP","76","25565  >  61346 [PSH, ACK] Seq=1119 Ack=360 Win=43008 Len=22"
"67","1.425055","31.25.11.18","192.168.0.200","TCP","1514","25565  >  61346 [PSH, ACK] Seq=1141 Ack=360 Win=43008 Len=1460"
"68","1.425055","31.25.11.18","192.168.0.200","TCP","1514","25565  >  61346 [PSH, ACK] Seq=2601 Ack=360 Win=43008 Len=1460"
"69","1.425090","31.25.11.18","192.168.0.200","TCP","1514","25565  >  61346 [ACK] Seq=4061 Ack=360 Win=43008 Len=1460"
"70","1.425090","31.25.11.18","192.168.0.200","TCP","478","25565  >  61346 [PSH, ACK] Seq=5521 Ack=360 Win=43008 Len=424"
"71","1.425090","31.25.11.18","192.168.0.200","TCP","1514","25565  >  61346 [PSH, ACK] Seq=5945 Ack=360 Win=43008 Len=1460"
"72","1.425127","192.168.0.200","31.25.11.18","TCP","54","61346  >  25565 [ACK] Seq=360 Ack=4061 Win=262656 Len=0"
