No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
2263,8.943013,0,1,1,1514,3,discord,1.0000000010279564e-06,sud
2264,8.943013,0,1,1,1514,3,discord,0.0,sud
2265,8.943014,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2266,8.943014,0,1,1,1514,3,discord,0.0,sud
2267,8.943015,0,1,1,1514,3,discord,1.0000000010279564e-06,sud
2268,8.943015,0,1,1,1514,3,discord,0.0,sud
2269,8.943016,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2270,8.943017,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2271,8.943017,0,1,1,1514,3,discord,0.0,sud
2272,8.943018,0,1,2,1514,2,discord,1.0000000010279564e-06,sud
2273,8.943018,0,1,1,1514,3,discord,0.0,sud
2274,8.943019,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2275,8.943019,0,1,1,1514,3,discord,0.0,sud
2276,8.94302,0,1,1,1514,3,discord,1.0000000010279564e-06,sud
2277,8.943021,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2278,8.943021,0,1,1,1514,3,discord,0.0,sud
2279,8.943022,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2280,8.943022,0,1,1,1514,3,discord,0.0,sud
2281,8.943023,0,1,1,1514,3,discord,1.0000000010279564e-06,sud
2282,8.943024,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2283,8.943024,0,1,1,1514,3,discord,0.0,sud
2284,8.943025,0,1,2,113,2,discord,1.0000000010279564e-06,sud
2285,8.943025,0,1,1,1514,3,discord,0.0,sud
2286,8.943026,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2287,8.943027,0,1,1,1514,3,discord,1.0000000010279564e-06,sud
2288,8.943027,0,1,1,1514,3,discord,0.0,sud
2289,8.943028,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2290,8.943099,1,0,1,66,3,discord,7.100000000015427e-05,sud
2291,8.943141,0,1,1,1514,3,discord,4.2000000000541604e-05,sud
2292,8.943141,0,1,1,1514,3,discord,0.0,sud
2293,8.943142,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2294,8.943142,0,1,1,1514,3,discord,0.0,sud
2295,8.943143,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2296,8.943144,0,1,1,1514,3,discord,1.0000000010279564e-06,sud
2297,8.943145,0,1,2,602,2,discord,9.999999992515995e-07,sud
2298,8.943146,0,1,1,1514,3,discord,1.0000000010279564e-06,sud
2299,8.943257,1,0,1,66,3,discord,0.00011099999999863996,sud
2300,8.944152,0,1,1,1514,3,discord,0.0008950000000016445,sud
2301,8.944153,0,1,1,1514,3,discord,9.999999992515995e-07,sud
2302,8.944153,0,1,1,1514,3,discord,0.0,sud
