No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
218,3.667492,1,0,1,66,3,Wikipedia,6.90000000003188e-05,sd
219,3.667526,1,0,1,66,3,Wikipedia,3.399999999986747e-05,sd
220,3.668193,1,0,1,66,16,Wikipedia,0.0006669999999999732,sd
221,3.669505,0,1,1,1514,3,Wikipedia,0.0013119999999999798,sd
222,3.66958,1,0,1,66,3,Wikipedia,7.49999999998252e-05,sd
223,3.67238,0,1,1,1514,5,Wikipedia,0.0028000000000001357,sd
224,3.672513,1,0,1,66,3,Wikipedia,0.00013299999999993872,sd
225,3.673958,0,1,1,1514,3,Wikipedia,0.0014449999999999186,sd
227,3.67396,0,1,1,1514,5,Wikipedia,2.000000000279556e-06,sd
228,3.673961,0,1,1,1514,3,Wikipedia,9.999999996956888e-07,sd
229,3.673962,0,1,1,1514,5,Wikipedia,1.000000000139778e-06,sd
230,3.673963,0,1,1,1514,3,Wikipedia,1.000000000139778e-06,sd
231,3.673963,0,1,1,1514,5,Wikipedia,0.0,sd
232,3.673964,0,1,3,1514,2,Wikipedia,9.999999996956888e-07,sd
233,3.674117,1,0,1,66,3,Wikipedia,0.00015300000000006975,sd
234,3.674184,1,0,1,66,3,Wikipedia,6.700000000003925e-05,sd
235,3.675048,0,1,1,1514,5,Wikipedia,0.0008639999999999759,sd
236,3.67505,0,1,1,1514,3,Wikipedia,2.000000000279556e-06,sd
237,3.67505,0,1,1,1514,5,Wikipedia,0.0,sd
238,3.675123,1,0,1,66,3,Wikipedia,7.299999999998974e-05,sd
239,3.676189,0,1,3,1514,2,Wikipedia,0.0010659999999997893,sd
240,3.67619,0,1,1,1514,5,Wikipedia,1.000000000139778e-06,sd
241,3.676261,1,0,1,66,3,Wikipedia,7.099999999971018e-05,sd
243,3.67721,0,1,3,1101,2,Wikipedia,0.0009490000000003107,sd
244,3.677364,1,0,1,66,3,Wikipedia,0.00015399999999976544,sd
245,3.678289,1,0,1,66,16,Wikipedia,0.0009250000000000647,sd
469,3.856976,1,0,3,307,2,Wikipedia,0.17868700000000004,sd
510,3.861253,1,0,3,208,2,Wikipedia,0.004277000000000086,sd
520,3.880736,0,1,1,66,3,Wikipedia,0.01948300000000014,sd
521,3.880738,0,1,3,1140,2,Wikipedia,1.9999999998354667e-06,sd
522,3.880739,0,1,3,1140,2,Wikipedia,1.000000000139778e-06,sd
523,3.880869,1,0,1,66,3,Wikipedia,0.00012999999999996348,sd
587,3.992103,1,0,3,223,2,Wikipedia,0.11123400000000006,sd
594,4.012129,0,1,3,1394,2,Wikipedia,0.020025999999999655,sd
595,4.012241,1,0,1,66,3,Wikipedia,0.0001120000000005561,sd
596,4.081246,1,0,3,201,2,Wikipedia,0.06900499999999976,sd
598,4.085126,1,0,3,307,2,Wikipedia,0.0038799999999996615,sd
599,4.094431,1,0,3,832,2,Wikipedia,0.00930500000000034,sd
600,4.102113,0,1,1,1514,3,Wikipedia,0.007681999999999967,sd
601,4.102114,0,1,1,1514,3,Wikipedia,1.000000000139778e-06,sd
