No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
265,0.463187,0,1,0,1214,1,discordstream,0.0004689999999999972,cud
266,0.463187,0,1,0,1214,1,discordstream,0.0,cud
267,0.463187,0,1,0,365,1,discordstream,0.0,cud
268,0.463187,0,1,0,1214,1,discordstream,0.0,cud
269,0.467173,0,1,0,1257,1,discordstream,0.0039859999999999896,cud
270,0.467704,0,1,0,1257,1,discordstream,0.0005310000000000037,cud
271,0.467704,0,1,0,1257,1,discordstream,0.0,cud
273,0.474487,0,1,0,1257,1,discordstream,0.0067829999999999835,cud
274,0.474919,0,1,0,1257,1,discordstream,0.00043199999999998795,cud
275,0.474919,0,1,0,1257,1,discordstream,0.0,cud
277,0.482877,0,1,0,1257,1,discordstream,0.00795800000000002,cud
278,0.482907,0,1,0,1257,1,discordstream,2.999999999997449e-05,cud
279,0.482907,0,1,0,1257,1,discordstream,0.0,cud
280,0.482907,0,1,0,361,1,discordstream,0.0,cud
281,0.483214,0,1,0,1257,1,discordstream,0.0003070000000000017,cud
282,0.487185,0,1,0,1257,1,discordstream,0.003971000000000002,cud
283,0.487898,0,1,0,1257,1,discordstream,0.0007130000000000192,cud
285,0.495579,0,1,0,1257,1,discordstream,0.007680999999999993,cud
286,0.49583,0,1,0,1257,1,discordstream,0.0002510000000000012,cud
287,0.498783,0,1,0,1245,1,discordstream,0.0029529999999999834,cud
288,0.50334,0,1,0,353,1,discordstream,0.004557000000000033,cud
289,0.50334,0,1,0,1245,1,discordstream,0.0,cud
290,0.503887,0,1,0,1245,1,discordstream,0.0005469999999999642,cud
291,0.503887,0,1,0,1245,1,discordstream,0.0,cud
293,0.51069,1,0,0,106,1,discordstream,0.0068030000000000035,cud
294,0.51135,0,1,0,1245,1,discordstream,0.0006599999999999939,cud
295,0.51135,0,1,0,1245,1,discordstream,0.0,cud
296,0.51135,0,1,0,1245,1,discordstream,0.0,cud
297,0.515559,0,1,0,1245,1,discordstream,0.004209000000000018,cud
298,0.516932,0,1,0,1246,1,discordstream,0.0013729999999999576,cud
299,0.516932,0,1,0,1246,1,discordstream,0.0,cud
300,0.523634,1,0,4,94,29,discordstream,0.006702000000000097,cud
301,0.528474,0,1,0,1246,1,discordstream,0.0048399999999999554,cud
303,0.531587,0,1,0,1246,1,discordstream,0.0031130000000000324,cud
304,0.531587,0,1,0,1246,1,discordstream,0.0,cud
305,0.531587,0,1,0,360,1,discordstream,0.0,cud
306,0.531587,0,1,0,1246,1,discordstream,0.0,cud
307,0.532153,0,1,0,1232,1,discordstream,0.0005659999999999554,cud
308,0.539008,0,1,0,1233,1,discordstream,0.0068550000000000555,cud
309,0.539008,0,1,0,1233,1,discordstream,0.0,cud
