No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
1008,35.126861,1,0,1,66,3,wmregistration,7.899999999949614e-05,sud
1009,35.126909,1,0,1,66,3,wmregistration,4.7999999999603915e-05,sud
1010,35.126977,1,0,1,66,16,wmregistration,6.799999999884676e-05,sud
1011,35.128125,0,1,1,1514,3,wmregistration,0.001148000000000593,sud
1012,35.128177,1,0,1,66,3,wmregistration,5.200000000371574e-05,sud
1013,35.129782,0,1,2,1514,2,wmregistration,0.0016049999999978581,sud
1014,35.129784,0,1,2,1514,2,wmregistration,2.0000000020559128e-06,sud
1015,35.129786,0,1,1,1514,3,wmregistration,2.0000000020559128e-06,sud
1016,35.129787,0,1,1,1514,3,wmregistration,9.999999974752427e-07,sud
1017,35.129788,0,1,1,1514,3,wmregistration,9.999999974752427e-07,sud
1018,35.129828,1,0,1,66,3,wmregistration,4.000000000559112e-05,sud
1019,35.129889,1,0,1,66,16,wmregistration,6.099999999520378e-05,sud
1020,35.130211,0,1,1,1514,3,wmregistration,0.0003220000000041523,sud
1021,35.130212,0,1,2,523,2,wmregistration,9.999999974752427e-07,sud
1022,35.130248,1,0,1,66,3,wmregistration,3.600000000147929e-05,sud
1230,41.705389,1,0,2,139,2,wmregistration,6.575140999999995,sud
1231,41.705616,1,0,2,237,2,wmregistration,0.0002270000000024197,sud
1232,41.734733,0,1,1,66,3,wmregistration,0.029116999999999393,sud
1233,41.765473,0,1,1,1514,3,wmregistration,0.030740000000001544,sud
1234,41.765475,0,1,2,1281,2,wmregistration,2.0000000020559128e-06,sud
1235,41.765476,0,1,2,97,2,wmregistration,9.999999974752427e-07,sud
1236,41.765559,1,0,1,66,3,wmregistration,8.300000000360797e-05,sud
1276,46.688008,1,0,2,139,2,wmregistration,4.922449,sud
1278,46.688349,1,0,2,237,2,wmregistration,0.0003409999999988145,sud
1280,46.723975,0,1,1,66,3,wmregistration,0.0356260000000006,sud
1282,46.752087,0,1,1,1514,3,wmregistration,0.028112000000000137,sud
1283,46.752089,0,1,2,1281,2,wmregistration,1.9999999949504854e-06,sud
1284,46.752089,0,1,2,97,2,wmregistration,0.0,sud
1285,46.752189,1,0,1,66,3,wmregistration,0.00010000000000331966,sud
1289,48.891075,1,0,2,248,2,wmregistration,2.1388859999999994,sud
1290,48.891365,1,0,2,155,2,wmregistration,0.0002899999999996794,sud
1293,48.920577,0,1,1,66,3,wmregistration,0.029212000000001126,sud
1294,49.052073,0,1,2,659,2,wmregistration,0.1314959999999985,sud
1295,49.052156,1,0,1,66,3,wmregistration,8.299999999650254e-05,sud
1296,49.056262,0,1,2,97,2,wmregistration,0.004106000000000165,sud
1297,49.056341,1,0,1,66,3,wmregistration,7.900000000660157e-05,sud
1298,49.068242,1,0,2,203,2,wmregistration,0.01190099999999461,sud
1299,49.069043,1,0,2,312,2,wmregistration,0.0008010000000027162,sud
1300,49.0754,1,0,2,147,2,wmregistration,0.006357000000001278,sud
1301,49.075596,1,0,2,232,2,wmregistration,0.00019599999999542206,sud
