No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
602,1.141538,1,0,0,102,1,discordstream,7.599999999996498e-05,cud
603,1.141546,0,1,0,1194,1,discordstream,8.000000000008e-06,cud
605,1.14807,0,1,0,1194,1,discordstream,0.006523999999999974,cud
606,1.148154,0,1,0,1194,1,discordstream,8.399999999997299e-05,cud
610,1.155354,0,1,0,1194,1,discordstream,0.007200000000000095,cud
611,1.155435,0,1,0,1194,1,discordstream,8.099999999999774e-05,cud
612,1.155435,0,1,0,1194,1,discordstream,0.0,cud
613,1.155435,0,1,0,413,1,discordstream,0.0,cud
614,1.160656,0,1,0,1194,1,discordstream,0.00522099999999992,cud
615,1.163333,0,1,0,1194,1,discordstream,0.0026770000000000405,cud
617,1.164858,0,1,0,1248,1,discordstream,0.0015249999999999986,cud
619,1.172603,0,1,0,411,1,discordstream,0.007745000000000113,cud
620,1.173226,0,1,0,1248,1,discordstream,0.0006230000000000402,cud
621,1.173226,0,1,0,1248,1,discordstream,0.0,cud
622,1.173226,0,1,0,1248,1,discordstream,0.0,cud
623,1.176725,0,1,0,1248,1,discordstream,0.003498999999999919,cud
624,1.177221,0,1,0,1248,1,discordstream,0.000496000000000052,cud
625,1.177221,0,1,0,1248,1,discordstream,0.0,cud
626,1.180551,0,1,0,1248,1,discordstream,0.003329999999999833,cud
627,1.181028,0,1,0,1248,1,discordstream,0.0004770000000000607,cud
629,1.188709,0,1,0,1248,1,discordstream,0.007681000000000049,cud
630,1.18881,0,1,0,1248,1,discordstream,0.00010099999999990672,cud
631,1.18881,0,1,0,1249,1,discordstream,0.0,cud
633,1.193369,1,0,0,106,1,discordstream,0.00455899999999998,cud
634,1.195416,0,1,0,398,1,discordstream,0.002047000000000132,cud
635,1.200664,0,1,0,1147,1,discordstream,0.005247999999999919,cud
637,1.204856,0,1,0,1147,1,discordstream,0.0041919999999999735,cud
638,1.205164,0,1,0,1147,1,discordstream,0.00030799999999997496,cud
639,1.20525,0,1,0,1147,1,discordstream,8.60000000000305e-05,cud
640,1.208406,0,1,0,1147,1,discordstream,0.0031560000000001587,cud
642,1.213036,0,1,0,1147,1,discordstream,0.004629999999999912,cud
643,1.213645,0,1,0,1147,1,discordstream,0.0006090000000000817,cud
644,1.213645,0,1,0,396,1,discordstream,0.0,cud
645,1.21373,0,1,0,1147,1,discordstream,8.499999999989072e-05,cud
646,1.21373,0,1,0,1147,1,discordstream,0.0,cud
647,1.217022,0,1,0,1148,1,discordstream,0.0032920000000000726,cud
650,1.234007,0,1,0,391,1,discordstream,0.016985000000000028,cud
651,1.23409,0,1,0,1095,1,discordstream,8.299999999983321e-05,cud
652,1.236353,0,1,0,1095,1,discordstream,0.002263000000000126,cud
653,1.236826,0,1,0,1096,1,discordstream,0.0004729999999999457,cud
