No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
2,0.004499,1,0,0,254,1,zoom,0.0,cud
3,0.024403,1,0,0,252,1,zoom,0.019904,cud
4,0.034107,0,1,0,132,1,zoom,0.009703999999999997,cud
5,0.044804,1,0,0,255,1,zoom,0.010696999999999998,cud
6,0.05357,0,1,2,138,2,zoom,0.008766000000000003,cud
7,0.053673,1,0,1,66,3,zoom,0.00010299999999999893,cud
8,0.05389,1,0,2,109,2,zoom,0.00021700000000000191,cud
9,0.064629,1,0,0,261,1,zoom,0.010739000000000005,cud
10,0.072117,0,1,1,66,3,zoom,0.007487999999999995,cud
11,0.089521,1,0,0,268,1,zoom,0.017404000000000003,cud
12,0.10453,1,0,0,123,1,zoom,0.015008999999999995,cud
13,0.104565,1,0,0,270,1,zoom,3.500000000000725e-05,cud
15,0.112657,0,1,0,133,1,zoom,0.008091999999999988,cud
16,0.11283,1,0,WireGuard,151,11,zoom,0.00017300000000000648,cud
17,0.112848,1,0,0,123,1,zoom,1.8000000000004124e-05,cud
18,0.118435,0,1,WireGuard,123,12,zoom,0.005586999999999995,cud
19,0.124304,1,0,0,269,1,zoom,0.005868999999999999,cud
22,0.132873,0,1,WireGuard,123,12,zoom,0.008568999999999993,cud
23,0.134373,0,1,0,133,1,zoom,0.0015000000000000013,cud
24,0.134374,0,1,0,135,1,zoom,1.000000000001e-06,cud
25,0.134569,1,0,WireGuard,151,11,zoom,0.00019500000000000073,cud
27,0.1442,1,0,0,264,1,zoom,0.009631,cud
37,0.164857,1,0,0,265,1,zoom,0.02065700000000001,cud
47,0.184995,1,0,0,266,1,zoom,0.02013799999999999,cud
55,0.204936,1,0,0,260,1,zoom,0.019941000000000014,cud
56,0.206855,0,1,0,116,1,zoom,0.001919000000000004,cud
61,0.225,1,0,0,243,1,zoom,0.018144999999999994,cud
66,0.236616,0,1,0,134,1,zoom,0.011615999999999987,cud
79,0.246593,1,0,0,249,1,zoom,0.009977000000000014,cud
83,0.26438,1,0,0,254,1,zoom,0.017786999999999997,cud
86,0.284755,1,0,0,273,1,zoom,0.020374999999999976,cud
87,0.307924,1,0,0,261,1,zoom,0.023168999999999995,cud
88,0.318868,0,1,0,137,1,zoom,0.01094400000000001,cud
89,0.320709,1,0,0,115,1,zoom,0.001841000000000037,cud
90,0.326851,1,0,0,269,1,zoom,0.006141999999999981,cud
91,0.343644,1,0,0,276,1,zoom,0.016793000000000002,cud
92,0.351013,0,1,0,188,1,zoom,0.007369000000000014,cud
96,0.364313,1,0,0,299,1,zoom,0.013299999999999979,cud
100,0.370429,0,1,0,232,1,zoom,0.00611600000000001,cud
105,0.384275,1,0,0,244,1,zoom,0.01384599999999997,cud
