No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
804,1.535214,0,1,1,1494,3,amazonvideo,1.000000000139778e-06,cd
805,1.535215,0,1,1,1494,5,amazonvideo,9.999999999177334e-07,cd
806,1.535216,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
807,1.535217,0,1,1,1494,3,amazonvideo,1.000000000139778e-06,cd
808,1.535217,0,1,1,1494,3,amazonvideo,0.0,cd
809,1.535218,0,1,3,1494,2,amazonvideo,9.999999999177334e-07,cd
810,1.535219,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
811,1.535219,0,1,1,1494,3,amazonvideo,0.0,cd
812,1.53522,0,1,1,1494,3,amazonvideo,1.000000000139778e-06,cd
813,1.535221,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
814,1.535222,0,1,1,1494,5,amazonvideo,1.000000000139778e-06,cd
815,1.535223,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
816,1.535223,0,1,1,1494,3,amazonvideo,0.0,cd
817,1.535224,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
818,1.535225,0,1,1,1494,3,amazonvideo,1.000000000139778e-06,cd
819,1.535225,0,1,1,1494,3,amazonvideo,0.0,cd
820,1.535226,0,1,3,1494,2,amazonvideo,9.999999999177334e-07,cd
821,1.535531,0,1,1,1494,3,amazonvideo,0.0003049999999999997,cd
822,1.535532,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
823,1.535533,0,1,1,1494,3,amazonvideo,1.000000000139778e-06,cd
824,1.535533,0,1,1,1494,3,amazonvideo,0.0,cd
825,1.535534,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
826,1.535535,0,1,1,1494,3,amazonvideo,1.000000000139778e-06,cd
827,1.535535,0,1,1,1494,3,amazonvideo,0.0,cd
828,1.535536,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
829,1.535537,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
830,1.535537,0,1,1,1494,3,amazonvideo,0.0,cd
831,1.535538,0,1,1,1494,3,amazonvideo,1.000000000139778e-06,cd
832,1.535539,0,1,3,1494,2,amazonvideo,9.999999999177334e-07,cd
833,1.53554,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
834,1.535568,1,0,1,66,3,amazonvideo,2.8000000000139025e-05,cd
835,1.535598,1,0,1,66,3,amazonvideo,2.999999999997449e-05,cd
836,1.539622,192.168.0.1,0,IGMPv2,60,31,amazonvideo,0.0040240000000000276,cd
837,1.539623,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
838,1.539624,0,1,1,1494,5,amazonvideo,1.000000000139778e-06,cd
839,1.539625,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
840,1.539626,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
841,1.539627,0,1,1,1494,3,amazonvideo,1.000000000139778e-06,cd
842,1.539628,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
843,1.539629,0,1,1,1494,3,amazonvideo,9.999999999177334e-07,cd
