No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
1895,5.596786,1,0,1,1174,10,amazon,0.04175500000000021,sud
1897,5.600335,0,1,1,66,3,amazon,0.0035490000000004684,sud
1898,5.61866,0,1,1,78,6,amazon,0.018324999999999925,sud
1899,5.684562,1,0,2,579,2,amazon,0.06590199999999946,sud
1900,5.685331,1,0,2,600,2,amazon,0.0007690000000000197,sud
1901,5.709998,0,1,1,66,3,amazon,0.024666999999999994,sud
1902,5.71,0,1,1,66,3,amazon,2.000000000279556e-06,sud
1907,5.778571,0,1,1,1494,3,amazon,0.06857100000000038,sud
1908,5.778669,1,0,1,66,3,amazon,9.799999999948739e-05,sud
1909,5.780297,0,1,1,1494,3,amazon,0.0016280000000001849,sud
1910,5.780299,0,1,1,1494,3,amazon,2.000000000279556e-06,sud
1911,5.7803,0,1,1,1494,3,amazon,1.000000000139778e-06,sud
1912,5.780301,0,1,2,617,2,amazon,9.999999992515995e-07,sud
1913,5.780301,0,1,2,97,2,amazon,0.0,sud
1914,5.780441,1,0,1,66,3,amazon,0.000140000000000029,sud
1934,5.855221,1,0,1,1494,3,amazon,0.07478000000000051,sud
1935,5.855266,1,0,2,363,2,amazon,4.500000000007276e-05,sud
1938,5.856675,1,0,2,129,2,amazon,0.0014089999999997715,sud
1947,5.876207,0,1,1,66,3,amazon,0.019531999999999883,sud
1948,5.876208,0,1,1,66,3,amazon,1.000000000139778e-06,sud
1961,5.90328,0,1,2,1084,2,amazon,0.02707199999999954,sud
1962,5.903282,0,1,2,97,2,amazon,2.000000000279556e-06,sud
1963,5.903424,1,0,1,66,3,amazon,0.00014200000000030855,sud
1995,5.971666,0,1,2,1059,2,amazon,0.06824199999999969,sud
1996,5.971668,0,1,2,114,2,amazon,2.000000000279556e-06,sud
1997,5.971668,0,1,2,97,2,amazon,0.0,sud
1998,5.971831,1,0,1,66,3,amazon,0.00016299999999969117,sud
2036,6.058504,1,0,2,1186,2,amazon,0.08667300000000022,sud
2037,6.05898,1,0,2,129,2,amazon,0.00047599999999992093,sud
2047,6.079395,0,1,1,66,3,amazon,0.02041499999999985,sud
2080,6.170092,0,1,2,1059,2,amazon,0.09069700000000047,sud
2081,6.170373,1,0,1,66,3,amazon,0.0002809999999993096,sud
2082,6.17164,0,1,2,114,2,amazon,0.0012670000000003512,sud
2083,6.171641,0,1,2,97,2,amazon,1.000000000139778e-06,sud
2084,6.171842,1,0,1,66,3,amazon,0.00020099999999967366,sud
2087,6.316846,0,1,1,1494,3,amazon,0.14500400000000013,sud
2088,6.316848,0,1,1,1494,3,amazon,2.000000000279556e-06,sud
2089,6.316992,1,0,1,66,3,amazon,0.00014399999999969992,sud
2090,6.318312,0,1,2,778,2,amazon,0.0013199999999997658,sud
2091,6.318314,0,1,1,1494,3,amazon,2.000000000279556e-06,sud
