No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
275,8.337215,0,1,2,1018,2,googledrive,0.1010030000000004,sud
276,8.33722,0,1,2,175,2,googledrive,4.999999999810711e-06,sud
277,8.337221,0,1,2,274,2,googledrive,9.999999992515995e-07,sud
278,8.337328,1,0,1,66,3,googledrive,0.00010699999999985721,sud
280,8.339954,0,1,2,167,2,googledrive,0.0026260000000011274,sud
281,8.339954,0,1,2,291,2,googledrive,0.0,sud
282,8.339955,0,1,2,105,2,googledrive,9.999999992515995e-07,sud
283,8.340069,1,0,1,66,3,googledrive,0.00011399999999994748,sud
284,8.340254,1,0,2,105,2,googledrive,0.00018500000000010175,sud
285,8.352794,0,1,1,66,3,googledrive,0.012539999999999552,sud
296,8.435501,1,0,2,1395,2,googledrive,0.08270700000000097,sud
297,8.435613,1,0,2,266,2,googledrive,0.00011199999999966792,sud
299,8.446846,0,1,1,66,3,googledrive,0.011233000000000715,sud
312,8.550672,0,1,2,146,2,googledrive,0.10382599999999975,sud
313,8.550674,0,1,2,1019,2,googledrive,2.000000000279556e-06,sud
314,8.550674,0,1,2,357,2,googledrive,0.0,sud
315,8.550775,1,0,1,66,3,googledrive,0.00010099999999901854,sud
316,8.554442,0,1,2,185,2,googledrive,0.003667000000000087,sud
317,8.554443,0,1,2,222,2,googledrive,9.999999992515995e-07,sud
318,8.554444,0,1,2,105,2,googledrive,1.0000000010279564e-06,sud
319,8.554537,1,0,1,66,3,googledrive,9.299999999967667e-05,sud
320,8.554743,1,0,2,105,2,googledrive,0.00020600000000037255,sud
325,8.567498,0,1,1,66,3,googledrive,0.012755000000000294,sud
330,8.655434,1,0,1,1466,3,googledrive,0.08793599999999913,sud
331,8.655458,1,0,2,485,2,googledrive,2.3999999999801958e-05,sud
332,8.655587,1,0,2,266,2,googledrive,0.00012900000000115597,sud
333,8.674732,0,1,1,66,3,googledrive,0.019144999999999968,sud
334,8.674732,0,1,1,66,3,googledrive,0.0,sud
335,8.775573,0,1,2,1012,2,googledrive,0.10084099999999907,sud
336,8.775575,0,1,2,300,2,googledrive,2.000000000279556e-06,sud
337,8.775576,0,1,2,209,2,googledrive,9.999999992515995e-07,sud
338,8.775696,1,0,1,66,3,googledrive,0.00012000000000078614,sud
339,8.779159,0,1,2,124,2,googledrive,0.003462999999999994,sud
340,8.77916,0,1,2,197,2,googledrive,9.999999992515995e-07,sud
341,8.77916,0,1,2,105,2,googledrive,0.0,sud
342,8.779244,1,0,1,66,3,googledrive,8.400000000108321e-05,sud
343,8.779446,1,0,2,105,2,googledrive,0.00020199999999981344,sud
344,8.793249,0,1,1,66,3,googledrive,0.013802999999999344,sud
345,9.391898,1,0,2,1389,2,googledrive,0.598649,sud
346,9.392068,1,0,1,1466,3,googledrive,0.00017000000000066962,sud
