No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
93,8.299391,1,0,2,145,2,wmregistration,0.0,sud
94,8.29966,1,0,2,129,2,wmregistration,0.0002689999999994086,sud
95,8.3349,0,1,1,66,3,wmregistration,0.03523999999999994,sud
96,8.36047,0,1,2,495,2,wmregistration,0.025570000000000093,sud
97,8.360471,0,1,2,97,2,wmregistration,1.0000000010279564e-06,sud
98,8.360557,1,0,1,66,3,wmregistration,8.599999999958641e-05,sud
102,8.651223,1,0,2,194,2,wmregistration,0.29066599999999987,sud
103,8.651559,1,0,2,447,2,wmregistration,0.0003360000000007801,sud
104,8.686081,0,1,1,66,3,wmregistration,0.03452199999999905,sud
105,8.702755,0,1,2,1237,2,wmregistration,0.016674000000000078,sud
106,8.702756,0,1,2,97,2,wmregistration,1.0000000010279564e-06,sud
107,8.702851,1,0,1,66,3,wmregistration,9.499999999995623e-05,sud
110,11.718543,1,0,2,185,2,wmregistration,3.0156919999999996,sud
111,11.718759,1,0,2,387,2,wmregistration,0.00021599999999999397,sud
112,11.750401,0,1,1,66,3,wmregistration,0.031641999999999726,sud
113,11.767089,0,1,2,1211,2,wmregistration,0.016688000000000258,sud
114,11.767091,0,1,2,97,2,wmregistration,2.000000000279556e-06,sud
115,11.76719,1,0,1,66,3,wmregistration,9.899999999873899e-05,sud
121,13.821102,1,0,2,169,2,wmregistration,2.0539120000000004,sud
123,13.82125,1,0,2,315,2,wmregistration,0.00014799999999937086,sud
126,13.856726,0,1,1,66,3,wmregistration,0.03547600000000095,sud
127,13.875979,0,1,2,1482,2,wmregistration,0.019252999999999076,sud
128,13.875981,0,1,2,97,2,wmregistration,2.000000000279556e-06,sud
129,13.87608,1,0,1,66,3,wmregistration,9.900000000051534e-05,sud
132,14.203139,1,0,2,149,2,wmregistration,0.3270590000000002,sud
133,14.203297,1,0,2,236,2,wmregistration,0.00015799999999899228,sud
134,14.239995,0,1,1,66,3,wmregistration,0.03669800000000123,sud
135,14.257709,0,1,2,1482,2,wmregistration,0.017713999999999785,sud
136,14.25771,0,1,2,97,2,wmregistration,9.999999992515995e-07,sud
137,14.257826,1,0,1,66,3,wmregistration,0.00011600000000022703,sud
190,22.495785,1,0,2,150,2,wmregistration,8.237959000000002,sud
191,22.495971,1,0,2,235,2,wmregistration,0.00018599999999935335,sud
192,22.533615,0,1,1,66,3,wmregistration,0.03764400000000023,sud
193,22.561537,0,1,2,1263,2,wmregistration,0.027922000000000224,sud
194,22.561543,0,1,2,97,2,wmregistration,5.999999999062311e-06,sud
195,22.561642,1,0,1,66,3,wmregistration,9.899999999873899e-05,sud
419,28.987012,1,0,2,139,2,wmregistration,6.425370000000001,sud
420,28.987443,1,0,2,237,2,wmregistration,0.00043099999999896,sud
422,29.02395,0,1,1,66,3,wmregistration,0.03650700000000029,sud
423,29.032306,0,1,1,1514,3,wmregistration,0.008355999999999142,sud
