No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
19,1.823068,1,0,1,1454,3,quizlet,0.0,sud
20,1.82307,1,0,1,1454,3,quizlet,2.0000000000575113e-06,sud
21,1.823104,1,0,2,124,2,quizlet,3.4000000000089514e-05,sud
22,1.848565,0,1,1,66,3,quizlet,0.025460999999999956,sud
23,2.711639,0,1,2,687,2,quizlet,0.8630739999999999,sud
24,2.711641,0,1,2,99,2,quizlet,2.000000000279556e-06,sud
25,2.711641,0,1,1,1514,3,quizlet,0.0,sud
26,2.711642,0,1,1,1514,3,quizlet,9.999999996956888e-07,sud
27,2.711643,0,1,2,1169,2,quizlet,1.000000000139778e-06,sud
28,2.711735,1,0,1,66,3,quizlet,9.199999999998099e-05,sud
29,2.711792,1,0,1,66,3,quizlet,5.699999999997374e-05,sud
30,2.711859,1,0,1,66,16,quizlet,6.700000000003925e-05,sud
31,2.711938,0,1,1,1514,3,quizlet,7.899999999994023e-05,sud
32,2.711939,0,1,1,1514,3,quizlet,1.000000000139778e-06,sud
33,2.711939,0,1,2,1469,2,quizlet,0.0,sud
34,2.71194,0,1,1,1514,3,quizlet,9.999999996956888e-07,sud
35,2.711941,0,1,1,1514,3,quizlet,1.000000000139778e-06,sud
36,2.711942,0,1,2,984,2,quizlet,1.000000000139778e-06,sud
37,2.711942,0,1,1,1514,3,quizlet,0.0,sud
38,2.711943,0,1,1,1514,3,quizlet,1.000000000139778e-06,sud
39,2.711944,0,1,2,1408,2,quizlet,9.999999996956888e-07,sud
40,2.711945,0,1,1,1514,3,quizlet,1.000000000139778e-06,sud
41,2.711946,0,1,1,1514,3,quizlet,1.000000000139778e-06,sud
42,2.711947,0,1,2,1096,2,quizlet,9.999999996956888e-07,sud
43,2.711947,0,1,1,1514,3,quizlet,0.0,sud
44,2.711948,0,1,1,1514,3,quizlet,1.000000000139778e-06,sud
45,2.711949,0,1,2,1274,2,quizlet,1.000000000139778e-06,sud
46,2.711949,0,1,1,1514,3,quizlet,0.0,sud
47,2.71195,0,1,1,1514,3,quizlet,9.999999996956888e-07,sud
48,2.711951,0,1,2,1342,2,quizlet,1.000000000139778e-06,sud
49,2.711951,0,1,1,1514,3,quizlet,0.0,sud
50,2.711952,0,1,1,1514,3,quizlet,1.000000000139778e-06,sud
51,2.711953,0,1,2,1303,2,quizlet,9.999999996956888e-07,sud
52,2.711954,0,1,2,230,2,quizlet,1.000000000139778e-06,sud
53,2.711954,0,1,1,1514,3,quizlet,0.0,sud
54,2.711955,0,1,1,1514,3,quizlet,1.000000000139778e-06,sud
55,2.711955,0,1,2,1307,2,quizlet,0.0,sud
56,2.711956,0,1,2,146,2,quizlet,9.999999996956888e-07,sud
57,2.711956,0,1,1,1514,3,quizlet,0.0,sud
58,2.711957,0,1,1,1514,3,quizlet,1.000000000139778e-06,sud
