No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
222,2.224932,0,1,2,350,2,chatgpt,0.015416999999999792,sud
223,2.224934,0,1,2,294,2,chatgpt,2.000000000279556e-06,sud
224,2.224934,0,1,2,97,2,chatgpt,0.0,sud
225,2.225038,1,0,1,66,3,chatgpt,0.00010399999999988196,sud
227,2.236794,1,0,1,1454,3,chatgpt,0.0117560000000001,sud
228,2.236796,1,0,1,1454,3,chatgpt,1.9999999998354667e-06,sud
229,2.236841,1,0,2,781,2,chatgpt,4.500000000007276e-05,sud
230,2.254386,0,1,1,66,3,chatgpt,0.0175449999999997,sud
231,2.274596,1,0,1,781,10,chatgpt,0.02021000000000006,sud
232,2.276068,0,1,1,1514,3,chatgpt,0.0014720000000001399,sud
233,2.276069,0,1,2,628,2,chatgpt,1.000000000139778e-06,sud
234,2.27607,0,1,2,794,2,chatgpt,9.999999996956888e-07,sud
235,2.276071,0,1,2,97,2,chatgpt,1.000000000139778e-06,sud
236,2.276174,1,0,1,66,3,chatgpt,0.00010300000000018628,sud
237,2.292123,0,1,1,78,6,chatgpt,0.01594899999999999,sud
242,2.304701,1,0,1,1454,3,chatgpt,0.012577999999999978,sud
243,2.304703,1,0,1,1454,3,chatgpt,1.9999999998354667e-06,sud
244,2.304721,1,0,2,720,2,chatgpt,1.7999999999851468e-05,sud
247,2.3223,0,1,1,66,3,chatgpt,0.01757900000000001,sud
248,2.329727,0,1,2,709,2,chatgpt,0.0074270000000002945,sud
249,2.329729,0,1,2,99,2,chatgpt,1.9999999998354667e-06,sud
250,2.329729,0,1,2,97,2,chatgpt,0.0,sud
251,2.329916,1,0,1,66,3,chatgpt,0.00018699999999993722,sud
252,2.333531,1,0,1,1454,3,chatgpt,0.003614999999999924,sud
253,2.333533,1,0,1,1454,3,chatgpt,2.000000000279556e-06,sud
254,2.333535,1,0,1,1454,3,chatgpt,1.9999999998354667e-06,sud
255,2.333566,1,0,2,200,2,chatgpt,3.0999999999892225e-05,sud
256,2.334236,1,0,1,1454,3,chatgpt,0.0006700000000003925,sud
257,2.334238,1,0,1,1454,3,chatgpt,1.9999999998354667e-06,sud
258,2.334239,1,0,1,1454,3,chatgpt,1.000000000139778e-06,sud
259,2.33425,1,0,2,347,2,chatgpt,1.09999999997612e-05,sud
260,2.33686,1,0,1,1454,3,chatgpt,0.0026100000000002233,sud
261,2.336863,1,0,1,1454,3,chatgpt,2.9999999999752447e-06,sud
262,2.336864,1,0,1,1454,3,chatgpt,9.999999996956888e-07,sud
263,2.336885,1,0,2,354,2,chatgpt,2.1000000000270802e-05,sud
264,2.339214,1,0,1,1454,3,chatgpt,0.0023290000000000255,sud
265,2.339216,1,0,1,1454,3,chatgpt,1.9999999998354667e-06,sud
266,2.339219,1,0,1,1454,3,chatgpt,2.9999999999752447e-06,sud
267,2.339256,1,0,2,352,2,chatgpt,3.6999999999842714e-05,sud
268,2.34483,1,0,1,1454,3,chatgpt,0.00557400000000019,sud
