No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
601,4.320713,1,0,1,66,6,minecraft,2.9999999995311555e-06,cud
602,4.320733,1,0,1,54,3,minecraft,2.0000000000131024e-05,cud
603,4.320748,1,0,1,66,3,minecraft,1.5000000000320313e-05,cud
604,4.320938,0,1,1,1514,3,minecraft,0.00018999999999991246,cud
605,4.320955,0,1,1,1514,3,minecraft,1.699999999971169e-05,cud
606,4.320977,1,0,1,54,3,minecraft,2.200000000041058e-05,cud
607,4.321004,1,0,1,54,3,minecraft,2.700000000022129e-05,cud
608,4.32134,0,1,1,1514,3,minecraft,0.00033599999999989194,cud
609,4.321362,0,1,1,1514,3,minecraft,2.19999999995224e-05,cud
610,4.321362,0,1,1,1514,3,minecraft,0.0,cud
611,4.321373,1,0,1,54,3,minecraft,1.100000000064938e-05,cud
612,4.321376,0,1,1,1514,5,minecraft,2.9999999995311555e-06,cud
613,4.321397,1,0,1,54,3,minecraft,2.1000000000270802e-05,cud
614,4.321416,1,0,1,54,3,minecraft,1.8999999999991246e-05,cud
615,4.322504,0,1,1,1514,3,minecraft,0.0010880000000002,cud
616,4.322534,0,1,1,1514,3,minecraft,2.9999999999752447e-05,cud
617,4.32257,1,0,1,54,3,minecraft,3.5999999999702936e-05,cud
618,4.32257,1,0,1,54,3,minecraft,0.0,cud
619,4.323984,0,1,1,1514,3,minecraft,0.0014140000000004704,cud
620,4.323984,0,1,1,1514,3,minecraft,0.0,cud
621,4.324033,0,1,3,1514,2,minecraft,4.899999999974369e-05,cud
622,4.324033,0,1,1,1514,5,minecraft,0.0,cud
623,4.324033,0,1,1,1514,3,minecraft,0.0,cud
624,4.324089,1,0,1,54,3,minecraft,5.599999999983396e-05,cud
625,4.32412,1,0,1,54,3,minecraft,3.0999999999892225e-05,cud
626,4.324672,0,1,1,1514,3,minecraft,0.0005519999999998859,cud
627,4.324723,0,1,1,1514,3,minecraft,5.100000000002325e-05,cud
628,4.324723,0,1,1,1514,3,minecraft,0.0,cud
629,4.324745,0,1,1,1514,5,minecraft,2.200000000041058e-05,cud
630,4.324817,1,0,1,54,3,minecraft,7.200000000029405e-05,cud
631,4.324878,1,0,1,54,3,minecraft,6.099999999964467e-05,cud
632,4.324879,1,0,1,54,3,minecraft,1.000000000139778e-06,cud
633,4.325828,1,0,1,82,5,minecraft,0.0009489999999994225,cud
634,4.328533,0,1,1,1514,3,minecraft,0.0027050000000006236,cud
635,4.328658,1,0,1,54,3,minecraft,0.00012499999999970868,cud
636,4.330406,0,1,1,1514,3,minecraft,0.0017480000000000828,cud
637,4.330406,0,1,1,1514,3,minecraft,0.0,cud
638,4.330406,0,1,1,1514,3,minecraft,0.0,cud
639,4.330461,0,1,3,1514,2,minecraft,5.499999999969418e-05,cud
640,4.330461,0,1,1,1514,5,minecraft,0.0,cud
