No.,Time,Source,Destination,Protocol,Length,Info,Site,Time Delta,Target
2026,6.380164,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2027,6.380164,0,1,1,1510,3,cnn,0.0,sd
2028,6.380165,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2029,6.380166,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2030,6.380167,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2031,6.380167,0,1,1,1510,3,cnn,0.0,sd
2032,6.380168,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2033,6.380169,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2034,6.38017,0,1,1,1510,3,cnn,9.999999992515995e-07,sd
2035,6.38017,0,1,1,1510,3,cnn,0.0,sd
2036,6.380171,0,1,2,1510,2,cnn,1.000000000139778e-06,sd
2037,6.380172,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2038,6.380172,0,1,1,1510,3,cnn,0.0,sd
2039,6.380173,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2040,6.380174,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2041,6.380175,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2042,6.380176,0,1,1,1510,3,cnn,9.999999992515995e-07,sd
2043,6.380176,0,1,1,1510,3,cnn,0.0,sd
2044,6.380177,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2045,6.380178,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2046,6.380179,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2047,6.380179,0,1,2,939,2,cnn,0.0,sd
2048,6.38018,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2049,6.380181,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2050,6.380182,0,1,1,1510,3,cnn,9.999999992515995e-07,sd
2051,6.380183,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2052,6.380183,0,1,1,1510,3,cnn,0.0,sd
2053,6.380184,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2054,6.380185,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2055,6.380185,0,1,1,1510,3,cnn,0.0,sd
2056,6.380186,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2057,6.380187,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2058,6.380187,0,1,1,1510,3,cnn,0.0,sd
2059,6.380188,0,1,2,1510,2,cnn,1.000000000139778e-06,sd
2060,6.380189,0,1,1,1510,3,cnn,9.999999992515995e-07,sd
2061,6.38019,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2062,6.38019,0,1,1,1510,3,cnn,0.0,sd
2063,6.380191,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2064,6.380192,0,1,1,1510,3,cnn,1.000000000139778e-06,sd
2065,6.380192,0,1,1,1510,3,cnn,0.0,sd
